season,first_name,last_name,position,origin,destination,transfer_date,transfer_year,eligibility,is_withdrawn,has_destination,is_completed_transfer,rating,has_rating,stars,has_stars
2024,Quentin,Ajiero,CB,Duke,,2024-04-29 20:16:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Dylan,Wittke,QB,Virginia Tech,Minnesota,2024-04-17 20:55:00+00:00,2024,Immediate,False,True,True,0.83,True,3.0,True
2024,Dylan,Devito,LB,Arizona State,,2023-09-29 17:35:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2024,Rahsul,Faison,RB,Utah State,,2024-04-26 05:00:00+00:00,2024,Immediate,False,False,False,,False,2.0,True
2024,Will,Shaffer,LB,Utah State,,2024-04-18 16:07:00+00:00,2024,Immediate,False,False,False,0.83,True,3.0,True
2024,Greyson,Morgan,TE,Hawai'i,,2023-09-27 17:35:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Dallas,Branch,CB,San Diego State,Kent State,2023-09-27 15:13:00+00:00,2023,Immediate,False,True,True,0.85,True,3.0,True
2024,Simeon,Barrow Jr.,DL,Michigan State,Miami,2024-04-18 14:13:00+00:00,2024,Immediate,False,True,True,0.87,True,3.0,True
2024,Bryce,Llewellyn,S,Charleston Southern,Eastern Michigan,2023-12-03 17:59:00+00:00,2023,Immediate,False,True,True,0.86,True,3.0,True
2024,Moussa,Berry,WR,Western Kentucky,,2024-04-25 00:07:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Nate,Temple,EDGE,Pittsburgh,,2023-11-29 21:26:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Tyler,Shough,QB,Texas Tech,Louisville,2023-11-19 22:51:00+00:00,2023,Immediate,False,True,True,0.87,True,3.0,True
2024,Eddie,Kelly,DL,Georgia Tech,Missouri,2024-04-17 16:41:00+00:00,2024,Immediate,False,True,True,0.87,True,3.0,True
2024,Billy,Conaway,RB,Kansas,,2024-04-17 18:52:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Da'Marcus,Cosby II,CB,Sam Houston,,2024-04-17 19:33:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Bradley,Weaver,DL,Ohio,,2024-04-23 15:27:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,De'Rickey,Wright,S,Vanderbilt,Vanderbilt,2023-12-04 16:21:00+00:00,2023,Immediate,False,True,True,0.89,True,3.0,True
2024,Owen,Anderson,TE,Illinois,Massachusetts,2024-04-09 01:23:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Cael,Vanderbush,TE,Iowa,Indiana State,2024-04-23 17:23:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Gabriel,Arena,IOL,Virginia Tech,Buffalo,2024-04-17 19:50:00+00:00,2024,Immediate,False,True,True,0.84,True,3.0,True
2024,Carson,Voss,P,Western Michigan,Michigan State,2023-12-08 06:00:00+00:00,2023,Immediate,False,True,True,,False,,False
2024,Anthony,Madrigal,OLB,San José State,,2023-11-29 06:00:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2024,Wyatt,Redding,K,Boise State,Central Washington,2024-04-17 18:44:00+00:00,2024,Immediate,False,True,True,,False,2.0,True
2024,Antonio,Gates Jr.,WR,Michigan State,,2024-04-22 17:49:00+00:00,2024,Immediate,False,False,False,,False,4.0,True
2024,NyNy,Davis,WR,UL Monroe,,2024-04-17 18:45:00+00:00,2024,Immediate,False,False,False,,False,2.0,True
2024,Collin,Gamble,CB,California,,2024-04-22 16:10:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Clay,Nanke,EDGE,Colorado State,,2023-12-07 17:13:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Malik,Dixon,S,UConn,,2023-11-30 17:49:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,George,French,OT,Pittsburgh,,2024-04-17 18:42:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Guerlens,Milfort,DL,UAB,,2024-04-17 18:40:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Kadan,Lewis,DL,Arkansas State,,2024-04-17 18:35:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Habib,Bello,DL,Washington,,2024-04-17 18:09:00+00:00,2024,Immediate,False,False,False,,False,2.0,True
2024,Anthony,Smith,IOL,Iowa State,Tennessee State,2024-04-17 18:02:00+00:00,2024,Immediate,False,True,True,,False,2.0,True
2024,Makkah,Jordan,S,Georgia State,Garden City C.C. ,2024-04-17 18:00:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Christian,Womack,RB,Purdue,,2024-04-17 17:45:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Yusuf,Terry,WR,South Florida,Georgia State,2024-04-17 17:39:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Khairi,Manns,EDGE,Colorado,James Madison,2024-04-17 15:43:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Vaughn,Pemberton,RB,Ball State,,2023-12-04 13:37:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2024,Justice,Ugo,S,Houston,,2024-04-18 14:43:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,John,Howse IV,S,Vanderbilt,Middle Tennessee,2024-04-17 14:11:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Ike,Udengwu III,QB,Eastern Michigan,Grand Valley State,2024-04-17 14:01:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Derrick,Brown,LB,Texas State,,2024-04-17 13:58:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Dylan,Barrett,IOL,Wisconsin,Iowa State,2023-11-29 06:00:00+00:00,2023,Immediate,False,True,True,0.86,True,3.0,True
2024,Sam,Brown,WR,Houston,Miami,2024-04-16 23:28:00+00:00,2024,Immediate,False,True,True,0.92,True,4.0,True
2024,Kamron,Scott,IOL,UTSA,,2024-04-16 22:52:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Keeon,Terrell,DL,South Florida,,2024-04-16 22:03:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Chris,Morris,OT,Memphis,,2024-04-16 22:38:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Kiael,Kelly,QB,Ball State,,2024-04-15 20:50:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Max,Marsh,QB,Kansas State,,2024-04-16 00:23:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Joseph,McKay,RB,East Carolina,,2023-12-04 12:51:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Cormani,McClain,CB,Colorado,Florida,2024-04-16 21:39:00+00:00,2024,Immediate,False,True,True,0.94,True,4.0,True
2024,Tavian,Combs,S,New Mexico,,2023-11-28 15:25:00+00:00,2023,Withdrawn,True,False,False,,False,2.0,True
2024,Jeremiah,Josephs,CB,Tennessee State,,2024-04-16 20:54:00+00:00,2024,Immediate,False,False,False,0.84,True,3.0,True
2024,Kaden,Moorman,RB,Louisville,Butler C.C.,2024-04-16 20:00:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Major,Byrd,S,North Carolina,,2023-12-04 12:10:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Marcel,Walker,EDGE,Nevada,Ohio,2024-04-16 19:51:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Eamonn,Dennis,WR,Michigan,Ohio,2024-03-18 13:01:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,TJ,Hartley,K,Austin Peay,Georgia Southern,2024-04-16 19:44:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Shawn,Burton Jr.,OT,Georgia State,North Carolina Central,2024-04-16 19:48:00+00:00,2024,Immediate,False,True,True,,False,2.0,True
2024,Corey,Ellington,S,Mississippi State,,2023-12-07 22:02:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Jordan,Dingle,TE,Kentucky,,2023-12-07 21:47:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Deljay,Bailey,QB,Ole Miss,Grambling,2024-04-16 19:45:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Andrew,Henry,RB,New Mexico,,2023-11-29 16:40:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Kaidon,Salter,QB,Liberty,,2024-01-02 22:24:00+00:00,2024,Withdrawn,True,False,False,0.92,True,4.0,True
2024,Bryson,Rodgers,WR,Ohio State,,2024-01-02 22:01:00+00:00,2024,Withdrawn,True,False,False,0.89,True,3.0,True
2024,Micah,Bowens,QB,Charlotte,Bethune-Cookman,2023-12-07 17:18:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Jaquez,Moore,RB,Duke,,2023-12-06 19:39:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Stone,Hollenbach,QB,Western Michigan,,2023-11-29 22:50:00+00:00,2023,Immediate,False,False,False,,False,2.0,True
2024,Solomon,DeShields,LB,Pittsburgh,Texas A&M,2024-04-16 19:38:00+00:00,2024,Immediate,False,True,True,0.88,True,3.0,True
2024,Juan,Davis,TE,Texas,,2024-01-06 06:00:00+00:00,2024,Withdrawn,True,False,False,,False,3.0,True
2024,Ryan,Capriotti,K,East Carolina,Maryland,2023-11-27 13:42:00+00:00,2023,Immediate,False,True,True,,False,,False
2024,Brayden,Schager,QB,Hawai'i,,2023-12-06 15:23:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Myles,Jackson,EDGE,Indiana,Tulsa,2023-11-27 14:21:00+00:00,2023,Immediate,False,True,True,0.85,True,3.0,True
2024,Julian,Gray,WR,NC State,Liberty,2024-04-16 19:26:00+00:00,2024,Immediate,False,True,True,,False,4.0,True
2024,Tyler,Patterson,P,Florida International,West Florida,2024-04-16 19:08:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Israel,Carter,QB,South Florida,,2024-01-04 18:26:00+00:00,2024,Withdrawn,True,False,False,,False,3.0,True
2024,Roman,Fuller,QB,Tulsa,CSU-Pueblo,2023-11-30 16:54:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Bryce,McFerson,P,Notre Dame,Maryland,2024-04-16 19:05:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Luke,Hamilton,RB,West Virginia,,2024-01-17 15:02:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Marcus,Moore,DL,North Texas,Sam Houston,2024-04-16 19:04:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Artez,Hooker,WR,Florida International,,2024-04-16 19:02:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Dylan,Gebbia,QB,North Texas,,2024-04-16 19:00:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Cevan,Edwards,DL,Memphis,,2024-04-16 18:57:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Tre'Darius,Brown,DL,Texas Tech,South Alabama,2024-04-16 19:00:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Bryce,Stephens,WR,Arkansas,,2023-12-07 19:55:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Malcolm,Pugh,DL,Georgia Tech,,2023-12-15 16:01:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Jaylen,Stinson,S,Duke,,2023-11-30 21:24:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Dillon,Gabriel,QB,Oklahoma,Oregon,2023-12-04 14:01:00+00:00,2023,Immediate,False,True,True,0.91,True,4.0,True
2024,Darius,Gooden,CB,Massachusetts,,2024-03-25 23:10:00+00:00,2024,Immediate,False,False,False,0.81,True,3.0,True
2024,DeAndra,Burns Jr.,WR,Arkansas State,,2024-04-16 18:56:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Shane,Calhoun,TE,East Carolina,Texas A&M,2024-04-16 18:55:00+00:00,2024,Immediate,False,True,True,0.86,True,3.0,True
2024,Aidan,Kaler,LB,Stony Brook,Charlotte,2023-11-24 16:34:00+00:00,2023,Immediate,False,True,True,0.83,True,3.0,True
2024,Torey,Richardson,CB,UTEP,Temple,2023-11-29 22:46:00+00:00,2023,Immediate,False,True,True,0.86,True,3.0,True
2024,Declan,McMahon,RB,Indiana,,2024-04-16 18:54:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Marlon,Jones Jr.,CB,Eastern Washington,Vanderbilt,2023-12-03 22:46:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2024,Daughtry,Richardson,OT,Florida State,Florida Atlantic,2023-12-05 13:05:00+00:00,2023,Immediate,False,True,True,0.84,True,3.0,True
2024,Cam'Ron,Valdez,RB,Texas Tech,,2023-12-09 04:52:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Alex,Bauman,TE,Tulane,,2023-12-12 20:58:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Grant,Bingham,OT,Kentucky,,2023-11-30 00:19:00+00:00,2023,Immediate,False,False,False,,False,4.0,True
2024,Isaiah,Johnson,RB,North Texas,Abilene Christian,2023-12-01 18:13:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Jalil,Smith,DL,Syracuse,,2023-12-14 18:41:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Dylan,Barrett,IOL,Wisconsin,Iowa State,2023-12-04 15:45:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Andon,Carpenter,DL,Kansas,Missouri Western State,2024-04-16 18:38:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Jacob,Page,WR,Colorado,,2024-04-16 18:15:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Clayton,Coll,LB,Ball State,,2023-12-01 23:11:00+00:00,2023,Withdrawn,True,False,False,0.86,True,3.0,True
2024,Reggie,Love III,RB,Illinois,Purdue,2023-12-04 13:04:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2024,Nikai,Martinez,CB,UCF,Michigan State,2024-04-16 18:13:00+00:00,2024,Immediate,False,True,True,0.85,True,3.0,True
2024,Anthony,Romphf,CB,Western Michigan,Charlotte,2023-11-30 22:54:00+00:00,2023,Immediate,False,True,True,0.83,True,3.0,True
2024,Tyreek,Chappell,CB,Texas A&M,,2023-12-06 23:10:00+00:00,2023,Withdrawn,True,False,False,0.88,True,3.0,True
2024,De'Eric,Mister,OT,Minnesota,Howard,2024-04-16 18:12:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Wyatt,Anderson,IOL,Western Kentucky,,2023-12-04 18:50:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Kyle,McNamara,WR,UTEP,,2024-04-16 17:56:00+00:00,2024,Immediate,False,False,False,,False,2.0,True
2024,Tanner,Blount,LB,Fresno State,,2023-11-30 22:29:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Jamir,Reyes,S,Army,,2024-04-16 17:46:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Jovon,Jackson,S,Fairmont State,,2023-11-20 21:51:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Naseri,Danielson,LB,BYU,San José State,2024-04-16 17:41:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Jacob,Edmonds,IOL,Utah,,2024-04-16 17:43:00+00:00,2024,Immediate,False,False,False,,False,2.0,True
2024,Raymond,Woodie III,S,California,Bethune-Cookman,2023-12-19 21:48:00+00:00,2023,Immediate,False,True,True,0.86,True,3.0,True
2024,AJ,Williams,CB,Wake Forest,Coastal Carolina,2023-11-29 21:55:00+00:00,2023,Immediate,False,True,True,0.82,True,3.0,True
2024,Nathan,Gates,OT,Washington State,Florida A&M,2024-04-16 17:38:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Lonnie,Rice,LB,Western Kentucky,,2024-04-16 17:31:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Mason,Garcia,QB,East Carolina,Austin Peay,2023-12-04 12:54:00+00:00,2023,Immediate,False,True,True,,False,4.0,True
2024,Daiyaan,Hawkins,CB,Temple,UAlbany,2024-04-16 17:37:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Cole,Pruett,WR,Washington State,Eastern Washington,2024-04-16 17:35:00+00:00,2024,Immediate,False,True,True,,False,2.0,True
2024,Owen,Gibbs,LB,Heidelberg,,2023-12-01 16:56:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Sam,Lee,TE,Hillsdale College,,2023-12-01 17:03:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Josh,Lee,TE,Hillsdale College,,2023-12-01 17:01:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Rickie,Davis,CB,Western Kentucky,,2024-04-16 17:21:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Jakeen,Harris,S,NC State,North Carolina,2023-11-29 22:59:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2024,Brandon,Crenshaw-Dickson,OT,San Diego State,Florida,2023-11-29 22:00:00+00:00,2023,Immediate,False,True,True,0.87,True,3.0,True
2024,Aydan,White,CB,NC State,,2024-01-03 06:00:00+00:00,2024,Withdrawn,True,False,False,,False,3.0,True
2024,Coleman,Owen,WR,Northern Arizona,Ohio,2023-12-02 16:49:00+00:00,2023,Immediate,False,True,True,0.85,True,3.0,True
2024,Stephon,Wright,DL,SMU,Texas Southern,2023-11-20 23:37:00+00:00,2023,Immediate,False,True,True,,False,4.0,True
2024,Matt,Colombo,RB,USC,San Diego,2023-11-30 21:26:00+00:00,2023,Immediate,False,True,True,,False,,False
2024,Da'Quan,Johnson,S,Duke,Campbell,2024-04-16 16:19:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Jonathan,Mendoza,OT,Yale,Louisville,2023-11-21 14:22:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2024,Canaan,Williams,CB,Bowling Green,Kent State,2024-04-16 14:58:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Bam,Booker,EDGE,Bowling Green,,2024-04-16 15:11:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Abraham,Montano,K,Fresno State,San Diego State,2023-11-30 20:14:00+00:00,2023,Immediate,False,True,True,,False,,False
2024,Jules,Ney,IOL,Georgia State,Chattanooga,2024-04-16 15:07:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Evan,Blalock,CB,UL Monroe,,2024-04-16 15:07:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Gerard,Edimo,TE,South Florida,Stephen F. Austin,2024-04-16 15:05:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Terrell,James,EDGE,Arkansas State,Murray State,2024-04-16 15:01:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Steven,Jones Jr.,CB,Georgia Tech,Murray State,2024-04-16 14:54:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Trevor,Carter,LB,Cincinnati,Pikeville,2024-04-16 14:51:00+00:00,2024,Immediate,False,True,True,,False,4.0,True
2024,Tyler,Thomas,DL,UAB,,2024-04-16 15:00:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Bryce,Bailey,WR,Middle Tennessee,UT Martin,2024-04-18 20:43:00+00:00,2024,Immediate,False,True,True,,False,2.0,True
2024,Jaxon,Howard,EDGE,LSU,Minnesota,2024-04-16 14:57:00+00:00,2024,Immediate,False,True,True,0.92,True,4.0,True
2024,Ethan,Ellis,OT,Middle Tennessee,,2023-12-04 19:22:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,De'Javion,Stepney,S,Central Michigan,Marshall,2024-04-16 14:24:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Josh,Dixon,CB,Wyoming,,2024-04-16 14:31:00+00:00,2024,Immediate,False,False,False,,False,2.0,True
2024,Carson,May,QB,Wyoming,Abilene Christian,2024-04-16 14:31:00+00:00,2024,Immediate,False,True,True,,False,,False
2024,Sage,Ryan,S,LSU,,2023-12-15 16:38:00+00:00,2023,Immediate,False,False,False,,False,4.0,True
2024,Donaven,McCulley,WR,Indiana,,2023-11-28 16:52:00+00:00,2023,Withdrawn,True,False,False,0.91,True,4.0,True
2024,James,Eaglin,DL,Tulsa,Grambling,2024-04-16 14:26:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Dexter,Williams II,QB,Indiana,Georgia Southern,2023-11-27 16:23:00+00:00,2023,Immediate,False,True,True,0.84,True,3.0,True
2024,Rayquan,Adkins,CB,Cincinnati,James Madison,2024-04-16 14:05:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Deonte,Stanley,CB,Middle Tennessee,,2024-04-22 18:32:00+00:00,2024,Immediate,False,False,False,,False,,False
2024,Santino,Marucci,QB,Wake Forest,New Mexico State,2023-11-30 21:02:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Trent,Singleton,S,Mississippi State,South Alabama,2024-04-16 14:21:00+00:00,2024,Immediate,False,True,True,,False,3.0,True
2024,Andrew,Chamblee,OT,Arkansas,SMU,2024-04-16 14:26:00+00:00,2024,Immediate,False,True,True,0.88,True,3.0,True
2024,Anthony,Johnson Jr.,CB,Western Kentucky,,2024-04-16 14:02:00+00:00,2024,Immediate,False,False,False,0.87,True,3.0,True
2024,Peyton,Waters,S,Washington,,2024-01-21 06:00:00+00:00,2024,Withdrawn,True,False,False,0.89,True,3.0,True
2024,Kai,Horton,QB,Tulane,,2023-12-09 16:33:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Devon,Manuel,OT,Arkansas,Florida,2023-12-04 20:09:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2024,Raymond,Pulido,IOL,Arizona,,2024-01-18 00:13:00+00:00,2024,Withdrawn,True,False,False,0.91,True,4.0,True
2024,Dorian,Thomas,TE,Arizona,,2024-01-17 23:50:00+00:00,2024,Withdrawn,True,False,False,,False,3.0,True
2024,Justin,Benton,DL,Houston,,2023-12-12 15:03:00+00:00,2023,Withdrawn,True,False,False,,False,3.0,True
2024,Miles,Kauderer,EDGE,Marist,,2023-11-21 21:25:00+00:00,2023,Immediate,False,False,False,,False,,False
2024,Stephen,Johnson,DL,Auburn,McNeese,2023-12-04 06:04:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Demond,Williams Jr.,QB,Arizona,Washington,2024-01-17 06:00:00+00:00,2024,Immediate,False,True,True,0.9,True,4.0,True
2024,Jacoby,Windmon,LB,Michigan State,,2023-12-11 15:12:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Jay,Toia,DL,UCLA,,2024-04-18 18:21:00+00:00,2024,Withdrawn,True,False,False,0.9,True,4.0,True
2024,Luke,Fulton,LB,Kentucky,Kent State,2023-12-01 19:14:00+00:00,2023,Immediate,False,True,True,0.8,True,3.0,True
2024,Steven,Cattledge,EDGE,Troy,,2023-12-26 21:30:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Jack,Velling,TE,Oregon State,Michigan State,2023-12-06 20:29:00+00:00,2023,Immediate,False,True,True,0.9,True,4.0,True
2024,Jonathan,Odom,TE,Florida,Eastern Michigan,2023-12-04 15:26:00+00:00,2023,Immediate,False,True,True,0.85,True,3.0,True
2024,Sean,Sallis,TE,Marshall,,2023-12-04 14:35:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Brian,Battie,RB,Auburn,,2024-01-01 21:16:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Carter,Hooper,DL,UConn,South Dakota,2023-11-28 14:31:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Shea,Whiting,WR,Boise State,,2024-01-26 06:00:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,John,Humphrey,CB,UCLA,USC,2023-12-12 01:59:00+00:00,2023,Immediate,False,True,True,0.88,True,3.0,True
2024,Willie,Harts,CB,Arizona State,,2024-02-05 20:20:00+00:00,2024,Immediate,False,False,False,,False,3.0,True
2024,Je'Vaun,Dabon,S,UTSA,,2023-12-24 21:32:00+00:00,2023,Immediate,False,False,False,,False,3.0,True
2024,Denim,Edwards,RB,Navy,Presbyterian,2023-12-12 02:01:00+00:00,2023,Immediate,False,True,True,,False,,False
2024,Patrick,Smith,RB,Vanderbilt,UT Martin,2023-12-04 17:03:00+00:00,2023,Immediate,False,True,True,,False,3.0,True
2024,Courtney,Reese,RB,UNLV,Bethune-Cookman,2023-12-12 02:00:00+00:00,2023,Immediate,False,True,True,,False,2.0,True
