gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,fumblesRecovered,totalFumbles,tacklesForLoss,defensiveTDs,tackles,sacks,qbHurries,passesDeflected,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,interceptionYards,interceptionTDs,passesIntercepted
400869644,2016,7,regular,Wisconsin,Big Ten,home,23,1,4,0,1,1,36,0,2,11,0,1,7,0,45,2,3,3,31:28,1,0,1,4-35,5.1,46,236,7.6,16-28,214,450,0-1,6-15,22,0,0,1
400869644,2016,7,regular,Ohio State,Big Ten,away,30,2,10,0,3,1,31,0,2,12,0,2,8,0,43,4,3,1,28:32,1,0,1,4-40,4.1,45,185,7.8,17-29,226,411,2-2,6-15,23,0,0,1
400869672,2016,7,regular,Northwestern,Big Ten,away,54,3,12,0,3,3,132,1,3,10,1,0,6,1,28,4,5,4,35:34,1,0,1,4-25,4.1,51,209,8.0,27-35,281,490,1-1,10-19,26,0,0,1
400869672,2016,7,regular,Michigan State,Big Ten,home,40,0,31,0,4,4,70,0,4,10,0,1,5,1,38,1,3,1,24:26,1,1,2,5-34,2.2,23,51,10.1,27-42,424,475,0-1,5-16,18,43,1,1
400869671,2016,7,regular,Minnesota,Big Ten,away,31,2,30,0,4,1,47,0,3,7,2,1,5,1,46,3,0,4,34:12,0,0,0,7-50,4.8,48,229,5.5,7-15,82,311,0-0,4-14,16,82,1,2
400869671,2016,7,regular,Maryland,Big Ten,home,10,0,13,0,4,1,72,0,5,4,0,2,3,0,45,0,0,4,25:48,2,2,4,9-75,3.6,36,130,4.4,18-37,161,291,1-2,7-18,16,,,
400869637,2016,7,regular,Illinois,Big Ten,away,24,1,27,0,3,1,15,0,1,6,4,0,9,1,53,2,2,1,27:12,1,0,1,6-60,5.3,43,228,6.6,6-14,92,320,0-0,4-13,10,78,1,1
400869637,2016,7,regular,Rutgers,Big Ten,home,7,0,21,0,3,1,38,0,2,1,0,5,5,0,33,3,4,2,32:48,1,4,5,4-36,4.1,50,203,6.1,17-30,182,385,0-3,9-16,23,0,0,1
400869670,2016,7,regular,Nebraska,Big Ten,away,27,1,25,0,4,1,62,0,3,9,0,,9,1,52,3,2,3,32:56,2,0,2,9-53,3.4,45,152,8.0,10-26,208,360,1-1,5-15,17,29,1,2
400869670,2016,7,regular,Indiana,Big Ten,home,22,1,48,0,2,1,76,0,4,8,0,,7,0,50,1,2,7,27:04,2,0,2,1-10,2.9,30,88,6.3,24-39,245,333,0-2,5-15,18,4,0,2
400869673,2016,7,regular,Purdue,Big Ten,home,35,0,,,,5,15,0,2,5,0,,5,0,43,3,0,0,23:54,1,0,1,6-38,2.2,21,47,7.8,30-59,458,505,2-5,5-15,24,,,
400869673,2016,7,regular,Iowa,Big Ten,away,49,4,11,0,2,2,29,0,2,7,0,,3,1,37,1,0,5,36:06,0,0,0,12-95,6.9,53,365,7.8,12-20,155,520,1-1,9-16,24,41,1,1
400868915,2016,7,regular,Lafayette,Patriot,away,7,1,,,,0,129,0,8,1,1,0,2,0,35,0,0,1,27:21,2,0,2,5-45,0.6,17,10,5.6,23-38,213,223,0-2,5-13,10,,,
400868915,2016,7,regular,Army,FBS Independents,home,62,6,18,0,1,3,30,0,1,8,0,2,5,0,30,2,0,6,32:39,0,1,1,6-60,9.9,54,533,10.3,7-13,134,667,1-2,6-8,31,0,0,2
400869540,2016,7,regular,South Florida,American Athletic,home,42,4,1,0,2,2,,,,6,0,4,9,0,47,5,0,2,27:44,2,2,4,4-36,6.7,47,316,5.8,23-37,213,529,3-4,7-17,26,,,
400869540,2016,7,regular,UConn,American Athletic,away,27,1,8,0,1,2,64,0,3,9,2,0,3,0,50,1,0,1,32:16,0,0,0,3-20,2.0,36,72,7.8,22-39,306,378,2-3,4-18,20,0,0,2
400869826,2016,7,regular,South Alabama,Sun Belt,away,7,1,,,,0,36,0,2,1,0,2,8,0,39,3,0,0,26:31,1,1,2,9-67,2.0,31,61,7.2,12-27,194,255,0-1,5-13,13,3,0,1
400869826,2016,7,regular,Arkansas State,Sun Belt,home,17,1,1,0,3,0,,,,5,0,1,9,0,25,6,0,5,33:29,1,0,1,4-25,3.8,54,204,7.2,9-13,93,297,2-2,4-13,20,0,0,1
400869825,2016,7,regular,App State,Sun Belt,away,24,2,,,,1,18,0,1,6,0,2,10,0,55,5,1,2,31:42,1,0,1,5-50,4.6,37,171,7.7,15-26,201,372,0-1,5-13,20,,,
400869825,2016,7,regular,Louisiana,Sun Belt,home,0,0,46,0,3,0,35,0,2,0,0,,5,0,36,2,2,2,28:18,0,0,0,7-65,3.4,41,139,3.7,21-35,128,267,0-3,7-19,16,0,0,1
400869829,2016,7,regular,Texas State,Sun Belt,away,34,3,4,0,1,0,126,0,6,4,1,2,13,1,65,1,4,4,18:00,2,1,3,11-103,6.2,26,162,5.4,19-36,193,355,0-1,2-9,19,53,1,1
400869829,2016,7,regular,UL Monroe,Sun Belt,home,40,3,24,0,3,2,104,0,4,10,1,5,4,0,30,2,6,9,42:00,1,1,2,2-30,4.1,73,298,7.8,14-23,179,477,1-2,9-19,31,4,0,2
400869827,2016,7,regular,Georgia State,Sun Belt,away,21,0,,,,3,63,0,4,3,0,3,2,0,51,0,2,2,25:49,2,1,3,10-48,1.5,24,37,7.3,28-52,381,418,2-4,8-17,24,0,0,1
400869827,2016,7,regular,Troy,Sun Belt,home,31,1,21,0,2,2,44,0,1,11,1,1,4,0,42,3,3,4,34:11,1,0,1,10-95,3.0,43,128,6.5,20-36,235,363,3-3,5-18,20,9,0,2
400869464,2016,7,regular,Georgia Tech,ACC,home,35,4,,,,1,13,0,1,5,0,1,9,0,54,1,0,2,26:25,0,0,0,3-30,6.0,44,265,15.6,7-11,172,437,1-1,6-10,19,,,
400869464,2016,7,regular,Georgia Southern,Sun Belt,away,24,0,,,,1,64,0,3,6,0,,3,0,39,0,0,0,33:35,0,0,0,7-66,3.3,50,167,5.1,18-33,168,335,2-3,13-20,25,,,
400869539,2016,7,regular,UCF,American Athletic,home,25,1,7,0,2,2,72,0,5,5,1,3,12,0,43,5,2,6,22:42,1,0,1,12-110,2.4,36,86,9.5,13-22,210,296,0-2,2-12,14,26,0,1
400869539,2016,7,regular,Temple,American Athletic,away,26,1,,,,2,26,0,1,8,0,1,13,0,39,7,2,0,37:18,1,1,2,10-69,3.9,51,197,7.0,12-24,167,364,1-5,3-14,24,21,0,1
400869541,2016,7,regular,Tulsa,American Athletic,away,31,3,,,,1,46,0,2,7,2,1,2,0,54,0,3,1,24:54,1,1,2,5-25,2.7,35,94,7.2,27-51,365,459,0-1,14-20,27,0,0,1
400869541,2016,7,regular,Houston,American Athletic,home,38,4,,,,0,84,0,5,8,1,2,5,0,45,1,3,8,35:06,1,2,3,10-104,4.9,55,268,7.5,26-34,254,522,1-2,10-18,30,4,0,1
400869538,2016,7,regular,Tulane,American Athletic,home,14,1,3,0,2,1,53,0,3,2,2,2,7,0,44,3,0,6,32:32,1,2,3,7-62,3.8,44,169,4.8,11-30,144,313,2-3,4-16,20,5,0,1
400869538,2016,7,regular,Memphis,American Athletic,away,24,1,9,0,1,1,49,0,2,10,2,2,4,0,45,1,0,4,27:28,1,2,3,7-79,4.9,33,163,6.9,21-34,236,399,0-1,4-15,16,0,0,1
400869463,2016,7,regular,Wake Forest,ACC,away,6,0,25,0,1,0,34,0,2,6,3,1,7,0,42,3,2,4,27:34,2,1,3,5-40,2.1,32,68,5.4,16-34,184,252,0-2,5-16,13,0,0,1
400869463,2016,7,regular,Florida State,ACC,home,17,1,,,,1,22,0,1,5,1,3,7,0,31,5,4,5,32:26,1,3,4,4-42,3.2,38,123,8.6,22-37,319,442,0-0,4-12,27,15,0,2
400869462,2016,7,regular,NC State,ACC,away,17,1,,,,0,,,,5,3,0,4,1,47,2,2,3,30:46,2,0,2,13-120,4.0,32,128,6.4,21-42,269,397,0-0,7-15,23,28,1,1
400869462,2016,7,regular,Clemson,ACC,home,24,1,0,0,1,2,36,0,2,6,0,5,7,0,32,4,6,6,29:14,1,3,4,5-40,3.0,39,117,7.3,39-52,378,495,3-4,10-17,30,13,0,2
400869466,2016,7,regular,Syracuse,ACC,home,31,2,20,0,1,2,21,0,1,7,1,1,5,0,52,1,1,1,33:25,1,0,1,8-55,3.5,45,156,7.4,30-55,405,561,4-5,10-21,32,0,0,1
400869466,2016,7,regular,Virginia Tech,ACC,away,17,0,13,0,2,2,105,0,5,3,0,1,5,0,47,1,7,6,26:35,1,1,2,7-53,4.1,39,161,9.3,20-33,307,468,0-1,4-13,21,0,0,1
400869723,2016,7,regular,North Carolina,ACC,away,20,0,0,0,2,2,,,,8,1,0,3,0,42,2,1,5,32:59,0,0,0,11-70,3.8,43,162,6.5,33-46,299,461,0-1,14-23,23,,,
400869723,2016,7,regular,Miami,ACC,home,13,1,,,,0,60,0,4,7,0,1,9,0,46,1,2,2,27:01,0,1,1,4-43,3.9,36,139,7.0,16-32,224,363,2-3,4-15,17,,,
400869465,2016,7,regular,Pittsburgh,ACC,away,45,2,46,0,3,2,210,1,5,9,0,2,4,2,26,4,0,4,36:14,0,0,0,8-69,4.3,49,209,6.5,11-21,137,346,1-1,8-17,19,59,1,1
400869465,2016,7,regular,Virginia,ACC,home,31,3,19,0,3,1,94,0,5,7,0,,3,0,32,1,0,4,23:46,1,0,1,10-67,3.3,26,86,6.2,20-45,278,364,2-2,6-17,19,,,
400869461,2016,7,regular,Louisville,ACC,home,24,2,19,0,3,1,50,0,3,6,0,1,5,0,34,1,5,2,22:48,0,1,1,4-32,8.2,35,288,7.0,13-26,181,469,0-0,5-11,21,,,
400869461,2016,7,regular,Duke,ACC,away,14,0,9,0,1,2,119,0,5,2,1,1,5,0,38,1,4,2,37:12,0,0,0,3-25,2.8,39,110,6.1,14-21,129,239,1-2,8-16,13,,,
400869220,2016,7,regular,Colorado State,Mountain West,away,23,1,7,0,1,2,67,0,3,5,0,,6,0,48,2,0,1,27:46,0,0,0,6-30,5.1,36,184,6.1,17-31,189,373,3-3,3-14,19,,,
400869220,2016,7,regular,Boise State,Mountain West,home,28,2,11,0,2,2,,,,4,0,,3,0,44,1,0,3,32:14,0,0,0,3-19,4.7,48,226,8.7,17-25,218,444,1-3,9-16,21,,,
400869219,2016,7,regular,Air Force,Mountain West,home,40,3,7,0,1,2,22,0,1,10,0,2,4,0,44,0,1,2,28:35,0,0,0,4-41,5.1,49,251,11.7,12-24,280,531,1-3,3-11,24,,,
400869219,2016,7,regular,New Mexico,Mountain West,away,45,4,4,0,1,2,160,0,4,9,0,1,7,0,48,3,1,3,31:25,0,0,0,3-25,6.8,55,373,8.8,3-8,70,443,0-0,9-15,18,,,
400869221,2016,7,regular,San Diego State,Mountain West,away,17,2,0,0,1,0,41,0,2,5,0,1,4,0,21,2,0,3,37:19,0,0,0,6-65,4.8,61,292,6.0,7-12,72,364,0-1,7-13,25,20,0,3
400869221,2016,7,regular,Fresno State,Mountain West,home,3,0,,,,0,91,0,4,3,0,,6,0,33,1,1,3,22:41,3,0,3,5-36,3.3,24,78,5.1,16-27,139,217,0-2,5-14,10,,,
400869222,2016,7,regular,Hawai'i,Mountain West,home,38,3,,,,2,160,0,5,8,0,2,5,0,50,0,1,3,27:59,0,1,1,7-61,6.9,33,229,6.8,17-32,217,446,0-1,8-15,20,,,
400869222,2016,7,regular,UNLV,Mountain West,away,41,3,3,0,1,2,119,0,7,11,1,1,5,0,42,1,0,8,32:01,0,0,0,8-86,5.0,51,256,9.6,19-29,279,535,0-0,10-16,29,,,
400869223,2016,7,regular,Nevada,Mountain West,away,10,0,,,,1,22,0,1,4,0,,11,0,49,4,1,1,23:32,2,0,2,3-35,3.3,34,113,6.5,9-22,144,257,1-1,2-10,13,,,
400869223,2016,7,regular,San José State,Mountain West,home,14,2,,,,0,109,0,3,2,0,1,8,0,30,2,2,4,36:28,0,0,0,4-43,2.5,54,137,8.4,11-17,142,279,1-4,6-15,20,16,0,2
400869832,2016,8,regular,Georgia Southern,Sun Belt,away,22,0,,,,2,50,0,3,10,2,1,8,0,37,2,1,4,33:34,2,1,3,8-79,4.3,57,247,7.8,11-20,157,404,0-1,7-18,20,19,0,1
400869832,2016,8,regular,New Mexico State,Sun Belt,home,19,0,,,,2,26,0,3,7,1,4,12,0,35,2,4,2,26:26,1,2,3,6-43,4.6,40,182,6.4,22-37,236,418,2-3,5-17,26,0,0,2
400869831,2016,8,regular,App State,Sun Belt,home,37,2,56,0,2,1,51,0,2,13,0,2,6,1,35,4,1,3,31:20,0,1,1,5-39,3.5,37,129,9.8,20-25,246,375,0-0,5-11,21,70,1,3
400869831,2016,8,regular,Idaho,Sun Belt,away,19,0,,,,1,92,0,3,13,1,0,6,0,35,3,1,3,28:40,3,0,3,3-37,2.4,26,63,7.2,26-41,294,357,2-2,2-12,24,,,
400868964,2016,8,regular,Massachusetts,FBS Independents,away,28,1,-2,0,1,3,109,0,4,4,1,2,5,0,57,2,2,1,28:04,2,2,4,8-77,3.8,37,142,5.9,20-42,247,389,3-4,8-17,23,,,
400868964,2016,8,regular,South Carolina,SEC,home,34,3,13,0,2,2,83,0,4,4,2,3,6,0,47,1,6,7,31:56,0,2,2,6-67,4.4,44,194,7.7,17-26,201,395,0-1,6-12,21,13,0,2
400869031,2016,8,regular,Mississippi State,SEC,away,38,3,4,0,1,1,104,0,4,8,2,2,5,0,42,1,1,3,27:07,1,0,1,7-50,7.2,39,281,3.9,13-21,81,362,0-0,4-12,16,,,
400869031,2016,8,regular,Kentucky,SEC,home,40,1,-3,0,1,2,77,0,3,14,0,3,5,1,37,0,1,2,32:53,0,2,2,2-20,6.0,44,262,8.8,17-33,292,554,1-1,6-15,26,45,1,1
400869034,2016,8,regular,Tennessee State,OVC,away,17,0,,,,2,59,0,4,5,0,3,2,0,41,1,2,4,26:55,1,1,2,9-63,5.4,23,125,9.5,19-30,285,410,0-1,2-7,19,,,
400869034,2016,8,regular,Vanderbilt,SEC,home,35,4,,,,1,34,0,2,5,1,0,5,0,28,3,1,3,33:05,0,0,0,5-63,8.5,42,358,6.0,15-24,143,501,1-1,4-9,28,0,0,1
400869600,2016,8,regular,Kansas,Big 12,home,20,1,,,,1,53,0,4,8,1,1,7,0,57,5,3,2,27:12,2,1,3,5-46,6.2,33,204,6.3,24-40,250,454,0-2,5-14,20,,,
400869600,2016,8,regular,Oklahoma State,Big 12,away,44,4,12,0,1,1,53,0,2,14,1,1,3,0,52,0,0,5,32:48,0,1,1,5-45,5.0,46,228,9.3,18-27,252,480,0-0,5-13,23,48,0,2
400869609,2016,8,regular,Texas,Big 12,away,21,1,,,,2,40,0,3,3,0,2,6,0,57,2,0,3,21:33,0,0,0,10-72,3.2,38,122,9.3,17-24,222,344,0-2,3-11,20,33,0,1
400869609,2016,8,regular,Kansas State,Big 12,home,24,2,12,0,1,1,46,0,2,6,0,2,6,0,48,4,0,4,38:27,1,2,3,8-75,4.6,51,234,6.3,20-27,171,405,2-2,5-13,27,,,
400869616,2016,8,regular,Oklahoma,Big 12,away,66,2,,,,7,24,0,1,10,1,0,2,0,54,1,9,3,29:07,0,0,0,6-60,7.7,40,309,15.1,27-36,545,854,0-1,6-10,34,0,0,1
400869616,2016,8,regular,Texas Tech,Big 12,home,59,3,8,0,1,5,66,0,4,11,0,1,3,0,46,0,1,5,30:53,1,1,2,11-92,5.7,21,120,8.3,52-88,734,854,2-2,20-25,42,,,
400869628,2016,8,regular,West Virginia,Big 12,home,34,0,9,0,2,4,53,0,2,10,2,0,5,0,42,3,0,5,33:31,0,0,0,7-45,3.3,48,158,10.0,16-23,231,389,0-0,8-16,25,37,0,1
400869628,2016,8,regular,TCU,Big 12,away,10,0,2,0,2,1,111,0,6,4,0,2,10,0,58,5,1,2,26:29,1,2,3,10-67,5.2,29,152,4.8,18-31,148,300,0-1,2-11,18,,,
400869390,2016,8,regular,UTSA,Conference USA,home,49,2,34,0,4,4,79,0,4,11,1,0,7,0,23,1,0,2,34:41,1,0,1,7-65,5.3,52,278,6.7,21-37,247,525,1-1,9-19,29,,,
400869390,2016,8,regular,UTEP,Conference USA,away,52,3,-2,0,1,4,36,0,3,8,0,3,9,0,48,2,1,6,25:19,0,1,1,13-72,4.2,38,159,11.9,16-24,285,444,0-0,6-14,19,0,0,1
400869389,2016,8,regular,Prairie View A&M,SWAC,away,44,3,,,,2,165,0,5,6,0,,0,1,0,0,0,0,29:16,2,0,2,11-107,5.6,32,179,9.6,18-29,278,457,2-3,4-13,20,,,
400869389,2016,8,regular,Rice,Conference USA,home,65,3,,,,6,69,0,4,11,0,2,3,0,31,0,0,3,30:44,0,0,0,10-86,5.4,37,200,13.6,23-32,434,634,1-2,3-10,28,0,0,2
400869140,2016,8,regular,California,Pac-12,home,52,1,,,,5,108,0,5,14,0,,7,0,33,1,1,6,36:20,0,0,0,14-145,5.5,57,311,5.3,42-61,325,636,4-5,12-24,40,7,0,1
400869140,2016,8,regular,Oregon,Pac-12,away,49,1,3,0,2,6,56,0,3,7,0,2,5,0,58,2,2,6,23:40,1,0,1,14-134,4.3,45,192,6.4,22-40,258,450,2-2,4-13,27,,,
400869143,2016,8,regular,Colorado,Pac-12,away,10,0,7,0,2,1,36,0,2,4,1,0,4,0,28,3,1,2,26:58,0,0,0,6-60,4.6,49,224,5.4,12-25,135,359,1-2,5-16,23,30,0,3
400869143,2016,8,regular,Stanford,Pac-12,home,5,0,-4,0,1,0,17,0,2,3,0,2,6,0,36,5,2,2,33:02,3,1,4,7-60,2.8,33,93,5.9,16-29,170,263,0-1,5-14,15,,,
400869144,2016,8,regular,Oregon State,Pac-12,away,17,2,10,0,1,0,46,0,2,5,1,1,2,0,38,1,0,2,27:04,2,0,2,6-40,5.9,30,177,5.5,12-27,148,325,1-2,4-13,15,,,
400869144,2016,8,regular,Washington,Pac-12,home,41,2,,,,3,39,0,4,11,0,2,4,0,26,1,0,2,32:56,0,1,1,2-10,5.6,39,219,9.7,15-31,300,519,1-1,5-12,26,27,0,2
400869141,2016,8,regular,Arizona State,Pac-12,home,32,3,78,1,2,0,111,0,5,6,0,1,11,1,47,7,0,3,27:05,0,1,1,4-40,3.2,35,113,7.0,14-24,167,280,1-1,7-15,12,,,
400869141,2016,8,regular,Washington State,Pac-12,away,37,1,-5,0,1,3,100,1,1,7,1,1,6,1,42,2,0,3,32:55,0,0,0,3-25,-2.7,19,-52,7.5,42-53,398,346,1-1,4-13,24,,,
400869224,2016,8,regular,Boise State,Mountain West,home,28,1,7,0,3,3,75,0,4,4,0,5,9,0,40,4,0,6,27:38,2,3,5,8-65,3.7,35,129,11.3,25-39,442,571,0-1,5-11,25,,,
400869224,2016,8,regular,BYU,FBS Independents,away,27,1,,,,0,68,0,3,9,3,0,5,2,39,3,0,2,32:22,0,0,0,7-61,3.6,38,135,4.5,21-42,187,322,1-4,4-17,19,109,2,2
400869030,2016,8,regular,Arkansas,SEC,away,3,0,,,,0,29,0,2,3,0,1,0,0,40,0,1,4,32:37,1,1,2,4-29,0.8,31,25,5.8,18-33,190,215,0-1,3-15,14,,,
400869030,2016,8,regular,Auburn,SEC,home,56,7,11,0,2,1,,,,8,1,0,11,0,40,4,15,4,27:23,0,0,0,2-10,9.5,57,543,7.4,7-12,89,632,1-2,7-12,26,0,0,1
400869032,2016,8,regular,Ole Miss,SEC,away,21,1,16,0,2,1,124,0,6,7,2,0,10,0,32,2,2,2,27:47,2,0,2,4-30,3.0,36,107,6.6,20-33,218,325,0-0,6-16,19,2,0,1
400869032,2016,8,regular,LSU,SEC,home,38,4,54,0,4,1,58,0,4,8,0,2,7,0,37,2,3,6,32:13,1,2,3,6-43,8.6,36,311,7.3,19-28,204,515,0-0,4-11,20,3,0,2
400869316,2016,8,regular,Bowling Green,Mid-American,home,26,0,1,0,2,3,76,0,5,8,1,2,5,0,49,3,3,3,21:21,3,1,4,10-104,2.5,23,57,7.9,30-49,389,446,1-2,4-12,26,,,
400869316,2016,8,regular,Miami (OH),Mid-American,away,40,2,10,0,2,3,49,0,5,8,0,1,5,0,44,2,6,3,38:39,0,1,1,10-106,4.7,46,214,6.1,22-35,215,429,1-1,4-14,24,34,0,3
400869315,2016,8,regular,Kent State,Mid-American,home,10,1,28,0,4,0,58,0,3,4,2,2,2,0,36,0,4,1,33:09,0,0,0,2-20,3.3,49,163,3.5,12-29,101,264,1-3,6-19,18,0,0,1
400869315,2016,8,regular,Ohio,Mid-American,away,14,2,-5,0,1,0,13,0,1,2,0,2,9,0,51,3,3,5,26:51,1,2,3,8-83,5.8,36,208,6.7,11-19,127,335,0-0,2-9,13,,,
400869311,2016,8,regular,Ball State,Mid-American,home,25,2,0,0,1,1,97,0,5,5,1,0,2,0,40,0,1,3,30:26,1,0,1,4-40,5.8,44,256,5.5,23-34,187,443,3-4,7-15,28,,,
400869311,2016,8,regular,Akron,Mid-American,away,35,2,11,0,1,3,73,0,4,5,0,1,4,0,33,1,0,2,29:34,0,1,1,8-51,5.9,30,177,8.6,28-41,352,529,2-2,8-12,26,0,0,1
400869313,2016,8,regular,Central Michigan,Mid-American,away,17,1,,,,1,55,0,3,5,0,2,6,0,49,1,2,4,27:00,1,1,2,6-77,4.2,23,97,7.5,19-33,247,344,1-2,2-10,18,,,
400869313,2016,8,regular,Toledo,Mid-American,home,31,0,9,0,2,4,68,0,3,7,1,0,5,0,37,1,6,3,33:00,0,0,0,7-67,3.8,37,140,8.3,23-32,264,404,1-2,7-15,23,3,0,1
400869142,2016,8,regular,Utah,Pac-12,away,52,5,26,0,3,0,175,1,5,14,1,3,8,1,48,2,0,9,36:11,1,1,2,9-103,7.3,49,360,7.5,12-24,179,539,0-0,3-15,20,0,0,4
400869142,2016,8,regular,UCLA,Pac-12,home,45,1,43,0,3,5,104,0,4,9,1,1,11,0,53,5,0,5,23:49,4,1,5,3-35,2.9,16,46,6.5,40-71,464,510,1-3,6-16,29,9,0,1
400869033,2016,8,regular,Missouri,SEC,home,45,4,28,0,3,2,135,0,7,9,0,3,4,0,43,0,4,4,27:46,0,2,2,13-114,5.4,64,348,7.0,20-40,281,629,3-5,5-16,36,,,
400869033,2016,8,regular,Middle Tennessee,Conference USA,away,51,2,9,0,1,4,,,,15,2,0,3,0,63,2,1,5,32:14,0,0,0,9-65,7.8,40,311,6.8,24-42,284,595,1-1,6-15,27,,,
400869387,2016,8,regular,Louisiana Tech,Conference USA,away,44,2,19,0,1,2,187,1,5,14,0,,6,1,48,4,2,5,25:52,0,0,0,8-60,5.3,27,142,9.0,22-30,269,411,0-0,4-10,18,45,0,1
400869387,2016,8,regular,Florida International,Conference USA,home,24,0,,,,3,159,0,7,6,0,,1,0,41,1,0,3,34:08,1,0,1,7-49,2.3,29,67,6.8,29-49,331,398,0-2,7-15,24,,,
400868916,2016,8,regular,Army,FBS Independents,home,18,2,6,0,3,0,10,0,1,4,0,7,5,0,32,2,0,0,37:26,4,3,7,9-79,4.5,67,302,4.8,7-21,101,403,5-7,5-15,24,12,0,1
400868916,2016,8,regular,North Texas,Conference USA,away,35,3,13,0,1,1,32,0,2,5,3,0,6,1,65,1,0,4,22:34,1,0,1,10-89,6.1,33,202,6.9,9-17,118,320,0-0,4-10,15,46,1,4
400869388,2016,8,regular,Old Dominion,Conference USA,away,24,1,1,0,1,2,140,0,7,6,0,,2,0,43,0,1,1,27:24,1,0,1,7-61,2.9,23,67,7.7,19-34,263,330,1-3,2-13,13,24,0,1
400869388,2016,8,regular,Western Kentucky,Conference USA,home,59,4,44,0,1,4,116,0,5,11,0,,4,0,29,0,9,2,32:36,1,0,1,7-81,7.0,35,246,11.5,28-33,378,624,0-1,8-12,29,0,0,1
400869386,2016,8,regular,Marshall,Conference USA,home,24,1,10,0,1,2,89,0,6,6,0,2,8,0,31,3,10,4,27:30,1,1,2,12-115,3.7,24,88,5.7,32-46,262,350,0-0,4-12,22,31,0,1
400869386,2016,8,regular,Charlotte,Conference USA,away,27,3,,,,0,15,0,1,9,1,0,7,0,29,3,5,5,32:30,1,0,1,8-77,3.7,50,184,6.5,17-31,203,387,2-3,6-18,24,21,0,1
400869029,2016,8,regular,Texas A&M,SEC,away,14,0,2,0,1,2,97,0,5,2,0,2,12,0,56,3,3,1,24:10,1,1,2,9-81,3.0,38,114,5.3,14-31,164,278,1-3,5-16,17,6,0,2
400869029,2016,8,regular,Alabama,SEC,home,33,1,21,0,2,2,36,0,2,9,0,1,11,0,46,5,9,4,35:50,2,0,2,7-44,5.0,57,287,6.6,15-25,164,451,0-1,7-14,28,0,0,1
400869314,2016,8,regular,Eastern Michigan,Mid-American,away,31,3,,,,1,97,0,7,7,1,3,4,0,56,1,1,0,27:58,1,1,2,7-50,4.7,30,142,7.1,29-45,319,461,3-3,8-15,23,-2,0,1
400869314,2016,8,regular,Western Michigan,Mid-American,home,45,3,6,0,1,3,64,0,3,9,1,3,3,0,51,0,2,6,32:02,1,1,2,6-55,4.0,38,153,11.4,29-35,398,551,1-1,5-8,29,0,0,1
400869312,2016,8,regular,Buffalo,Mid-American,away,7,1,7,0,1,0,72,0,5,1,0,,4,0,51,0,0,3,31:08,4,0,4,6-53,4.7,29,135,5.0,25-41,203,338,1-1,1-12,20,0,0,1
400869312,2016,8,regular,Northern Illinois,Mid-American,home,44,4,-4,0,1,1,100,1,2,8,0,,5,1,48,2,0,5,28:52,1,0,1,3-22,6.1,51,312,6.6,16-30,199,511,0-2,9-17,28,12,0,4
400869645,2016,8,regular,Penn State,Big Ten,home,24,1,15,0,5,1,89,0,4,6,0,2,11,0,35,6,1,5,22:41,0,1,1,1-5,3.3,37,122,6.7,8-23,154,276,0-1,2-13,13,,,
400869645,2016,8,regular,Ohio State,Big Ten,away,21,1,-4,0,2,1,80,0,5,7,1,2,6,0,28,1,0,5,37:19,0,0,0,8-45,4.2,40,168,5.7,28-43,245,413,1-2,9-22,19,,,
400869675,2016,8,regular,Maryland,Big Ten,home,28,2,3,0,1,2,30,0,2,2,1,1,4,0,20,1,3,3,29:11,0,1,1,3-25,5.9,42,247,7.1,21-28,200,447,1-3,5-12,22,0,0,1
400869675,2016,8,regular,Michigan State,Big Ten,away,17,2,,,,0,92,0,3,5,1,1,6,0,36,1,0,1,30:49,1,1,2,7-84,6.1,44,270,6.5,11-24,156,426,0-1,4-11,22,,,
400869638,2016,8,regular,Minnesota,Big Ten,home,34,3,16,0,3,0,204,1,6,10,0,1,6,1,39,4,0,2,33:09,1,1,2,6-55,4.6,53,243,8.2,11-19,156,399,0-2,6-14,19,0,0,2
400869638,2016,8,regular,Rutgers,Big Ten,away,32,0,,,,3,30,0,1,8,0,1,3,1,45,0,0,1,26:51,2,1,3,6-30,4.2,36,150,5.6,23-40,222,372,0-0,10-19,22,55,1,1
400869676,2016,8,regular,Illinois,Big Ten,away,8,0,13,0,1,1,107,0,4,,1,2,8,0,49,2,2,1,18:37,1,1,2,5-45,3.3,23,77,6.3,4-15,95,172,0-1,2-10,6,,,
400869676,2016,8,regular,Michigan,Big Ten,home,41,3,,,,2,58,0,2,11,1,3,4,0,20,1,4,5,41:23,0,1,1,5-41,4.6,59,270,10.4,20-28,291,561,1-2,7-14,29,4,0,1
400869678,2016,8,regular,Northwestern,Big Ten,home,24,0,13,0,3,3,91,0,4,6,0,,6,0,58,2,6,5,31:08,0,0,0,6-43,2.8,44,123,6.5,24-44,285,408,1-3,5-17,26,0,0,2
