,gameId,season,week,seasonType,team,conference,homeAway,points,rushingTDs,puntReturnYards,puntReturnTDs,puntReturns,passingTDs,kickReturnYards,kickReturnTDs,kickReturns,kickingPoints,interceptionYards,interceptionTDs,passesIntercepted,fumblesRecovered,totalFumbles,sacks,possessionTime,interceptions,fumblesLost,turnovers,totalPenaltiesYards,yardsPerRushAttempt,rushingAttempts,rushingYards,yardsPerPass,completionAttempts,netPassingYards,totalYards,fourthDownEff,thirdDownEff,firstDowns,tacklesForLoss,defensiveTDs,tackles,qbHurries,passesDeflected,startDate,completed,homeTeam,awayTeam,homePoints,awayPoints,opponent,pointsFor,pointsAgainst,pointDifferential,win,completions,passAttempts,completionPct,thirdDownConversions,thirdDownAttempts,thirdDownPct,fourthDownConversions,fourthDownAttempts,fourthDownPct,penalties,penaltyYards,possessionSeconds,gamesBefore,winsBefore,pointsForBefore,pointsForAvgBefore,pointsAgainstBefore,pointsAgainstAvgBefore,rushingYardsBefore,rushingYardsAvgBefore,rushingAttemptsBefore,rushingAttemptsAvgBefore,netPassingYardsBefore,netPassingYardsAvgBefore,passAttemptsBefore,passAttemptsAvgBefore,completionsBefore,completionsAvgBefore,totalYardsBefore,totalYardsAvgBefore,firstDownsBefore,firstDownsAvgBefore,rushingTDsBefore,rushingTDsAvgBefore,passingTDsBefore,passingTDsAvgBefore,thirdDownConversionsBefore,thirdDownConversionsAvgBefore,thirdDownAttemptsBefore,thirdDownAttemptsAvgBefore,fourthDownConversionsBefore,fourthDownConversionsAvgBefore,fourthDownAttemptsBefore,fourthDownAttemptsAvgBefore,penaltiesBefore,penaltiesAvgBefore,penaltyYardsBefore,penaltyYardsAvgBefore,possessionSecondsBefore,possessionSecondsAvgBefore,turnoversBefore,turnoversAvgBefore,fumblesLostBefore,fumblesLostAvgBefore,interceptionsBefore,interceptionsAvgBefore,sacksBefore,sacksAvgBefore,qbHurriesBefore,qbHurriesAvgBefore,passesDeflectedBefore,passesDeflectedAvgBefore,tacklesForLossBefore,tacklesForLossAvgBefore,defensiveTDsBefore,defensiveTDsAvgBefore,pointDifferentialBefore,pointDifferentialAvgBefore,completionPctBefore,thirdDownPctBefore,fourthDownPctBefore,yardsPerRushAttemptBefore,yardsPerPassAttemptBefore,winPctBefore,pointsForAvgLast3,pointsAgainstAvgLast3,pointDifferentialAvgLast3,rushingYardsAvgLast3,netPassingYardsAvgLast3,totalYardsAvgLast3,sacksAvgLast3,qbHurriesAvgLast3,passesDeflectedAvgLast3,tacklesForLossAvgLast3,turnoversAvgLast3,pointsForAvgLast5,pointsAgainstAvgLast5,pointDifferentialAvgLast5,rushingYardsAvgLast5,netPassingYardsAvgLast5,totalYardsAvgLast5,sacksAvgLast5,qbHurriesAvgLast5,passesDeflectedAvgLast5,tacklesForLossAvgLast5,turnoversAvgLast5,winPctLast3,winPctLast5,isHome,isAway,homeGamesBefore,homeWinsBefore,homeWinPctBefore,homePointsForBefore,homePointsForAvgBefore,homePointsAgainstBefore,homePointsAgainstAvgBefore,homeRushingYardsBefore,homeRushingYardsAvgBefore,homeRushingAttemptsBefore,homeRushingAttemptsAvgBefore,homeNetPassingYardsBefore,homeNetPassingYardsAvgBefore,homePassAttemptsBefore,homePassAttemptsAvgBefore,homeCompletionsBefore,homeCompletionsAvgBefore,homeTotalYardsBefore,homeTotalYardsAvgBefore,homeFirstDownsBefore,homeFirstDownsAvgBefore,homeRushingTDsBefore,homeRushingTDsAvgBefore,homePassingTDsBefore,homePassingTDsAvgBefore,homeThirdDownConversionsBefore,homeThirdDownConversionsAvgBefore,homeThirdDownAttemptsBefore,homeThirdDownAttemptsAvgBefore,homeFourthDownConversionsBefore,homeFourthDownConversionsAvgBefore,homeFourthDownAttemptsBefore,homeFourthDownAttemptsAvgBefore,homePenaltiesBefore,homePenaltiesAvgBefore,homePenaltyYardsBefore,homePenaltyYardsAvgBefore,homePossessionSecondsBefore,homePossessionSecondsAvgBefore,homeTurnoversBefore,homeTurnoversAvgBefore,homeFumblesLostBefore,homeFumblesLostAvgBefore,homeInterceptionsBefore,homeInterceptionsAvgBefore,homeSacksBefore,homeSacksAvgBefore,homeQbHurriesBefore,homeQbHurriesAvgBefore,homePassesDeflectedBefore,homePassesDeflectedAvgBefore,homeTacklesForLossBefore,homeTacklesForLossAvgBefore,homeDefensiveTDsBefore,homeDefensiveTDsAvgBefore,homePointDifferentialBefore,homePointDifferentialAvgBefore,homeCompletionPctBefore,homeThirdDownPctBefore,homeFourthDownPctBefore,homeYardsPerRushAttemptBefore,homeYardsPerPassAttemptBefore,awayGamesBefore,awayWinsBefore,awayWinPctBefore,awayPointsForBefore,awayPointsForAvgBefore,awayPointsAgainstBefore,awayPointsAgainstAvgBefore,awayRushingYardsBefore,awayRushingYardsAvgBefore,awayRushingAttemptsBefore,awayRushingAttemptsAvgBefore,awayNetPassingYardsBefore,awayNetPassingYardsAvgBefore,awayPassAttemptsBefore,awayPassAttemptsAvgBefore,awayCompletionsBefore,awayCompletionsAvgBefore,awayTotalYardsBefore,awayTotalYardsAvgBefore,awayFirstDownsBefore,awayFirstDownsAvgBefore,awayRushingTDsBefore,awayRushingTDsAvgBefore,awayPassingTDsBefore,awayPassingTDsAvgBefore,awayThirdDownConversionsBefore,awayThirdDownConversionsAvgBefore,awayThirdDownAttemptsBefore,awayThirdDownAttemptsAvgBefore,awayFourthDownConversionsBefore,awayFourthDownConversionsAvgBefore,awayFourthDownAttemptsBefore,awayFourthDownAttemptsAvgBefore,awayPenaltiesBefore,awayPenaltiesAvgBefore,awayPenaltyYardsBefore,awayPenaltyYardsAvgBefore,awayPossessionSecondsBefore,awayPossessionSecondsAvgBefore,awayTurnoversBefore,awayTurnoversAvgBefore,awayFumblesLostBefore,awayFumblesLostAvgBefore,awayInterceptionsBefore,awayInterceptionsAvgBefore,awaySacksBefore,awaySacksAvgBefore,awayQbHurriesBefore,awayQbHurriesAvgBefore,awayPassesDeflectedBefore,awayPassesDeflectedAvgBefore,awayTacklesForLossBefore,awayTacklesForLossAvgBefore,awayDefensiveTDsBefore,awayDefensiveTDsAvgBefore,awayPointDifferentialBefore,awayPointDifferentialAvgBefore,awayCompletionPctBefore,awayThirdDownPctBefore,awayFourthDownPctBefore,awayYardsPerRushAttemptBefore,awayYardsPerPassAttemptBefore
711,401112264,2019,1,regular,Massachusetts,FBS Independents,away,21,2,,,,1,140.0,0.0,5.0,3.0,0.0,0.0,3.0,0,,1.0,23:54,2,0,2,8-90,5.4,34,183,3.3,22-37,121,304,1-3,7-17,19,4.0,0,66,4,2,2019-08-30 23:15:00+00:00,True,Rutgers,Massachusetts,48,21,Rutgers,21,48,-27,0,22,37,0.5945945945945946,7,17,0.4117647058823529,1,3,0.3333333333333333,8,90,1434,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,
712,401114354,2019,2,regular,Massachusetts,FBS Independents,home,20,2,9.0,0.0,1.0,1,55.0,0.0,8.0,2.0,,,,2,2.0,2.0,27:05,2,0,2,10-69,2.6,47,123,7.3,15-27,198,321,1-4,6-17,15,8.5,0,36,0,4,2019-09-07 19:30:00+00:00,True,Massachusetts,Southern Illinois,20,45,Southern Illinois,20,45,-25,0,15,27,0.5555555555555556,6,17,0.35294117647058826,1,4,0.25,10,69,1625,1,0,21,21.0,48,48.0,183,183.0,34,34.0,121,121.0,37,37.0,22,22.0,304,304.0,19,19.0,2,2.0,1,1.0,7,7.0,17,17.0,1,1.0,3,3.0,8,8.0,90,90.0,1434,1434.0,2,2.0,0,0.0,2,2.0,1.0,1.0,4,4.0,2,2.0,4.0,4.0,0,0.0,-27,-27.0,0.5945945945945946,0.4117647058823529,0.3333333333333333,5.382352941176471,3.27027027027027,0.0,21.0,48.0,-27.0,183.0,121.0,304.0,1.0,4.0,2.0,4.0,2.0,21.0,48.0,-27.0,183.0,121.0,304.0,1.0,4.0,2.0,4.0,2.0,0.0,0.0,True,False,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,0,,0,,0.0,,0,,0,,,,,,,1,0,0.0,21,21.0,48,48.0,183,183.0,34,34.0,121,121.0,37,37.0,22,22.0,304,304.0,19,19.0,2,2.0,1,1.0,7,7.0,17,17.0,1,1.0,3,3.0,8,8.0,90,90.0,1434,1434.0,2,2.0,0,0.0,2,2.0,1.0,1.0,4,4.0,2,2.0,4.0,4.0,0,0.0,-27,-27.0,0.5945945945945946,0.4117647058823529,0.3333333333333333,5.382352941176471,3.27027027027027
713,401114255,2019,3,regular,Massachusetts,FBS Independents,away,17,0,62.0,1.0,3.0,1,51.0,0.0,2.0,5.0,,,,0,2.0,1.0,27:46,1,0,1,6-64,3.8,36,135,4.7,18-27,127,262,2-3,3-14,15,6.0,2,66,0,0,2019-09-14 22:00:00+00:00,True,Charlotte,Massachusetts,52,17,Charlotte,17,52,-35,0,18,27,0.6666666666666666,3,14,0.21428571428571427,2,3,0.6666666666666666,6,64,1666,2,0,41,20.5,93,46.5,306,153.0,81,40.5,319,159.5,64,32.0,37,18.5,625,312.5,34,17.0,4,2.0,2,1.0,13,6.5,34,17.0,2,1.0,7,3.5,18,9.0,159,79.5,3059,1529.5,4,2.0,0,0.0,4,2.0,3.0,1.5,4,2.0,6,3.0,12.5,6.25,0,0.0,-52,-26.0,0.578125,0.38235294117647056,0.2857142857142857,3.7777777777777777,4.984375,0.0,20.5,46.5,-26.0,153.0,159.5,312.5,1.5,2.0,3.0,6.25,2.0,20.5,46.5,-26.0,153.0,159.5,312.5,1.5,2.0,3.0,6.25,2.0,0.0,0.0,False,True,1,0,0.0,20,20.0,45,45.0,123,123.0,47,47.0,198,198.0,27,27.0,15,15.0,321,321.0,15,15.0,2,2.0,1,1.0,6,6.0,17,17.0,1,1.0,4,4.0,10,10.0,69,69.0,1625,1625.0,2,2.0,0,0.0,2,2.0,2.0,2.0,0,0.0,4,4.0,8.5,8.5,0,0.0,-25,-25.0,0.5555555555555556,0.35294117647058826,0.25,2.617021276595745,7.333333333333333,1,0,0.0,21,21.0,48,48.0,183,183.0,34,34.0,121,121.0,37,37.0,22,22.0,304,304.0,19,19.0,2,2.0,1,1.0,7,7.0,17,17.0,1,1.0,3,3.0,8,8.0,90,90.0,1434,1434.0,2,2.0,0,0.0,2,2.0,1.0,1.0,4,4.0,2,2.0,4.0,4.0,0,0.0,-27,-27.0,0.5945945945945946,0.4117647058823529,0.3333333333333333,5.382352941176471,3.27027027027027
714,401114355,2019,4,regular,Massachusetts,FBS Independents,home,28,2,-1.0,0.0,1.0,2,297.0,0.0,10.0,4.0,13.0,0.0,1.0,0,,1.0,25:17,1,0,1,7-69,2.9,37,109,6.1,22-36,220,329,3-4,5-14,20,3.0,0,45,0,2,2019-09-21 17:00:00+00:00,True,Massachusetts,Coastal Carolina,28,62,Coastal Carolina,28,62,-34,0,22,36,0.6111111111111112,5,14,0.35714285714285715,3,4,0.75,7,69,1517,3,0,58,19.333333333333332,145,48.333333333333336,441,147.0,117,39.0,446,148.66666666666666,91,30.333333333333332,55,18.333333333333332,887,295.6666666666667,49,16.333333333333332,4,1.3333333333333333,3,1.0,16,5.333333333333333,48,16.0,4,1.3333333333333333,10,3.3333333333333335,24,8.0,223,74.33333333333333,4725,1575.0,5,1.6666666666666667,0,0.0,5,1.6666666666666667,4.0,1.3333333333333333,4,1.3333333333333333,6,2.0,18.5,6.166666666666667,2,0.6666666666666666,-87,-29.0,0.6043956043956044,0.3333333333333333,0.4,3.769230769230769,4.9010989010989015,0.0,19.333333333333332,48.333333333333336,-29.0,147.0,148.66666666666666,295.6666666666667,1.3333333333333333,1.3333333333333333,2.0,6.166666666666667,1.6666666666666667,19.333333333333332,48.333333333333336,-29.0,147.0,148.66666666666666,295.6666666666667,1.3333333333333333,1.3333333333333333,2.0,6.166666666666667,1.6666666666666667,0.0,0.0,True,False,1,0,0.0,20,20.0,45,45.0,123,123.0,47,47.0,198,198.0,27,27.0,15,15.0,321,321.0,15,15.0,2,2.0,1,1.0,6,6.0,17,17.0,1,1.0,4,4.0,10,10.0,69,69.0,1625,1625.0,2,2.0,0,0.0,2,2.0,2.0,2.0,0,0.0,4,4.0,8.5,8.5,0,0.0,-25,-25.0,0.5555555555555556,0.35294117647058826,0.25,2.617021276595745,7.333333333333333,2,0,0.0,38,19.0,100,50.0,318,159.0,70,35.0,248,124.0,64,32.0,40,20.0,566,283.0,34,17.0,2,1.0,2,1.0,10,5.0,31,15.5,3,1.5,6,3.0,14,7.0,154,77.0,3100,1550.0,3,1.5,0,0.0,3,1.5,2.0,1.0,4,2.0,2,1.0,10.0,5.0,2,1.0,-62,-31.0,0.625,0.3225806451612903,0.5,4.542857142857143,3.875
715,401114356,2019,5,regular,Massachusetts,FBS Independents,home,37,1,10.0,0.0,2.0,2,26.0,0.0,2.0,13.0,103.0,1.0,2.0,2,0.0,2.0,30:58,1,0,1,8-60,5.2,42,220,6.5,19-33,213,433,1-1,10-17,24,14.0,2,32,0,4,2019-09-28 19:30:00+00:00,True,Massachusetts,Akron,37,29,Akron,37,29,8,1,19,33,0.5757575757575758,10,17,0.5882352941176471,1,1,1.0,8,60,1858,4,0,86,21.5,207,51.75,550,137.5,154,38.5,666,166.5,127,31.75,77,19.25,1216,304.0,69,17.25,6,1.5,5,1.25,21,5.25,62,15.5,7,1.75,14,3.5,31,7.75,292,73.0,6242,1560.5,6,1.5,0,0.0,6,1.5,5.0,1.25,4,1.0,8,2.0,21.5,5.375,2,0.5,-121,-30.25,0.6062992125984252,0.3387096774193548,0.5,3.5714285714285716,5.244094488188976,0.0,21.666666666666668,53.0,-31.333333333333332,122.33333333333333,181.66666666666666,304.0,1.3333333333333333,0.0,2.0,5.833333333333333,1.3333333333333333,21.5,51.75,-30.25,137.5,166.5,304.0,1.25,1.0,2.0,5.375,1.5,0.0,0.0,True,False,2,0,0.0,48,24.0,107,53.5,232,116.0,84,42.0,418,209.0,63,31.5,37,18.5,650,325.0,35,17.5,4,2.0,3,1.5,11,5.5,31,15.5,4,2.0,8,4.0,17,8.5,138,69.0,3142,1571.0,3,1.5,0,0.0,3,1.5,3.0,1.5,0,0.0,6,3.0,11.5,5.75,0,0.0,-59,-29.5,0.5873015873015873,0.3548387096774194,0.5,2.761904761904762,6.634920634920635,2,0,0.0,38,19.0,100,50.0,318,159.0,70,35.0,248,124.0,64,32.0,40,20.0,566,283.0,34,17.0,2,1.0,2,1.0,10,5.0,31,15.5,3,1.5,6,3.0,14,7.0,154,77.0,3100,1550.0,3,1.5,0,0.0,3,1.5,2.0,1.0,4,2.0,2,1.0,10.0,5.0,2,1.0,-62,-31.0,0.625,0.3225806451612903,0.5,4.542857142857143,3.875
716,401114274,2019,6,regular,Massachusetts,FBS Independents,away,0,0,8.0,0.0,3.0,0,115.0,0.0,4.0,,,,,2,2.0,1.0,19:14,2,1,3,6-55,1.6,24,38,3.2,7-24,77,115,0-1,1-13,5,4.0,0,108,10,2,2019-10-05 23:00:00+00:00,True,Florida International,Massachusetts,44,0,Florida International,0,44,-44,0,7,24,0.2916666666666667,1,13,0.07692307692307693,0,1,0.0,6,55,1154,5,1,123,24.6,236,47.2,770,154.0,196,39.2,879,175.8,160,32.0,96,19.2,1649,329.8,93,18.6,7,1.4,7,1.4,31,6.2,79,15.8,8,1.6,15,3.0,39,7.8,352,70.4,8100,1620.0,7,1.4,0,0.0,7,1.4,7.0,1.4,4,0.8,12,2.4,35.5,7.1,4,0.8,-113,-22.6,0.6,0.3924050632911392,0.5333333333333333,3.9285714285714284,5.49375,0.2,27.333333333333332,47.666666666666664,-20.333333333333332,154.66666666666666,186.66666666666666,341.3333333333333,1.3333333333333333,0.0,2.0,7.666666666666667,1.0,24.6,47.2,-22.6,154.0,175.8,329.8,1.4,0.8,2.4,7.1,1.4,0.3333333333333333,0.2,False,True,3,1,0.3333333333333333,85,28.333333333333332,136,45.333333333333336,452,150.66666666666666,126,42.0,631,210.33333333333334,96,32.0,56,18.666666666666668,1083,361.0,59,19.666666666666668,5,1.6666666666666667,5,1.6666666666666667,21,7.0,48,16.0,5,1.6666666666666667,9,3.0,25,8.333333333333334,198,66.0,5000,1666.6666666666667,4,1.3333333333333333,0,0.0,4,1.3333333333333333,5.0,1.6666666666666667,0,0.0,10,3.3333333333333335,25.5,8.5,2,0.6666666666666666,-51,-17.0,0.5833333333333334,0.4375,0.5555555555555556,3.5873015873015874,6.572916666666667,2,0,0.0,38,19.0,100,50.0,318,159.0,70,35.0,248,124.0,64,32.0,40,20.0,566,283.0,34,17.0,2,1.0,2,1.0,10,5.0,31,15.5,3,1.5,6,3.0,14,7.0,154,77.0,3100,1550.0,3,1.5,0,0.0,3,1.5,2.0,1.0,4,2.0,2,1.0,10.0,5.0,2,1.0,-62,-31.0,0.625,0.3225806451612903,0.5,4.542857142857143,3.875
717,401114281,2019,7,regular,Massachusetts,FBS Independents,away,21,2,,,,1,199.0,0.0,9.0,3.0,0.0,0.0,1.0,4,2.0,2.0,29:33,2,0,2,5-46,3.1,41,126,5.1,25-43,221,347,0-2,9-21,19,2.0,0,40,0,4,2019-10-12 23:00:00+00:00,True,Louisiana Tech,Massachusetts,69,21,Louisiana Tech,21,69,-48,0,25,43,0.5813953488372093,9,21,0.42857142857142855,0,2,0.0,5,46,1773,6,1,123,20.5,280,46.666666666666664,808,134.66666666666666,220,36.666666666666664,956,159.33333333333334,184,30.666666666666668,103,17.166666666666668,1764,294.0,98,16.333333333333332,7,1.1666666666666667,7,1.1666666666666667,32,5.333333333333333,92,15.333333333333334,8,1.3333333333333333,16,2.6666666666666665,45,7.5,407,67.83333333333333,9254,1542.3333333333333,10,1.6666666666666667,1,0.16666666666666666,9,1.5,8.0,1.3333333333333333,14,2.3333333333333335,14,2.3333333333333335,39.5,6.583333333333333,4,0.6666666666666666,-157,-26.166666666666668,0.5597826086956522,0.34782608695652173,0.5,3.672727272727273,5.195652173913044,0.16666666666666666,21.666666666666668,45.0,-23.333333333333332,122.33333333333333,170.0,292.3333333333333,1.3333333333333333,3.3333333333333335,2.6666666666666665,7.0,1.6666666666666667,20.4,46.4,-26.0,125.0,167.0,292.0,1.4,2.0,2.4,7.1,1.6,0.3333333333333333,0.2,False,True,3,1,0.3333333333333333,85,28.333333333333332,136,45.333333333333336,452,150.66666666666666,126,42.0,631,210.33333333333334,96,32.0,56,18.666666666666668,1083,361.0,59,19.666666666666668,5,1.6666666666666667,5,1.6666666666666667,21,7.0,48,16.0,5,1.6666666666666667,9,3.0,25,8.333333333333334,198,66.0,5000,1666.6666666666667,4,1.3333333333333333,0,0.0,4,1.3333333333333333,5.0,1.6666666666666667,0,0.0,10,3.3333333333333335,25.5,8.5,2,0.6666666666666666,-51,-17.0,0.5833333333333334,0.4375,0.5555555555555556,3.5873015873015874,6.572916666666667,3,0,0.0,38,12.666666666666666,144,48.0,356,118.66666666666667,94,31.333333333333332,325,108.33333333333333,88,29.333333333333332,47,15.666666666666666,681,227.0,39,13.0,2,0.6666666666666666,2,0.6666666666666666,11,3.6666666666666665,44,14.666666666666666,3,1.0,7,2.3333333333333335,20,6.666666666666667,209,69.66666666666667,4254,1418.0,6,2.0,1,0.3333333333333333,5,1.6666666666666667,3.0,1.0,14,4.666666666666667,4,1.3333333333333333,14.0,4.666666666666667,2,0.6666666666666666,-106,-35.333333333333336,0.5340909090909091,0.25,0.42857142857142855,3.7872340425531914,3.6931818181818183
718,401114357,2019,9,regular,Massachusetts,FBS Independents,home,35,3,-5.0,0.0,1.0,2,154.0,0.0,7.0,5.0,0.0,0.0,1.0,0,4.0,0.0,25:02,1,2,3,5-46,5.3,38,200,6.0,20-40,239,439,0-2,8-14,24,6.0,0,35,0,4,2019-10-26 19:30:00+00:00,True,Massachusetts,UConn,35,56,UConn,35,56,-21,0,20,40,0.5,8,14,0.5714285714285714,0,2,0.0,5,46,1502,7,1,144,20.571428571428573,349,49.857142857142854,934,133.42857142857142,261,37.285714285714285,1177,168.14285714285714,227,32.42857142857143,128,18.285714285714285,2111,301.57142857142856,117,16.714285714285715,9,1.2857142857142858,8,1.1428571428571428,41,5.857142857142857,113,16.142857142857142,8,1.1428571428571428,18,2.5714285714285716,50,7.142857142857143,453,64.71428571428571,11027,1575.2857142857142,12,1.7142857142857142,1,0.14285714285714285,11,1.5714285714285714,10.0,1.4285714285714286,14,2.0,18,2.5714285714285716,41.5,5.928571428571429,4,0.5714285714285714,-205,-29.285714285714285,0.5638766519823789,0.36283185840707965,0.4444444444444444,3.578544061302682,5.185022026431718,0.14285714285714285,19.333333333333332,47.333333333333336,-28.0,128.0,170.33333333333334,298.3333333333333,1.6666666666666667,3.3333333333333335,3.3333333333333335,6.666666666666667,2.0,20.6,51.2,-30.6,125.6,171.6,297.2,1.4,2.0,2.4,5.8,1.6,0.3333333333333333,0.2,True,False,3,1,0.3333333333333333,85,28.333333333333332,136,45.333333333333336,452,150.66666666666666,126,42.0,631,210.33333333333334,96,32.0,56,18.666666666666668,1083,361.0,59,19.666666666666668,5,1.6666666666666667,5,1.6666666666666667,21,7.0,48,16.0,5,1.6666666666666667,9,3.0,25,8.333333333333334,198,66.0,5000,1666.6666666666667,4,1.3333333333333333,0,0.0,4,1.3333333333333333,5.0,1.6666666666666667,0,0.0,10,3.3333333333333335,25.5,8.5,2,0.6666666666666666,-51,-17.0,0.5833333333333334,0.4375,0.5555555555555556,3.5873015873015874,6.572916666666667,4,0,0.0,59,14.75,213,53.25,482,120.5,135,33.75,546,136.5,131,32.75,72,18.0,1028,257.0,58,14.5,4,1.0,3,0.75,20,5.0,65,16.25,3,0.75,9,2.25,25,6.25,255,63.75,6027,1506.75,8,2.0,1,0.25,7,1.75,5.0,1.25,14,3.5,8,2.0,16.0,4.0,2,0.5,-154,-38.5,0.549618320610687,0.3076923076923077,0.3333333333333333,3.5703703703703704,4.1679389312977095
719,401114352,2019,10,regular,Massachusetts,FBS Independents,home,21,1,19.0,0.0,1.0,2,94.0,0.0,5.0,3.0,,,,3,,0.0,29:24,0,0,0,8-64,2.9,37,106,5.0,16-27,134,240,1-2,4-17,10,2.0,0,34,0,5,2019-11-02 16:00:00+00:00,True,Massachusetts,Liberty,21,63,Liberty,21,63,-42,0,16,27,0.5925925925925926,4,17,0.23529411764705882,1,2,0.5,8,64,1764,8,1,179,22.375,405,50.625,1134,141.75,299,37.375,1416,177.0,267,33.375,148,18.5,2550,318.75,141,17.625,12,1.5,10,1.25,49,6.125,127,15.875,8,1.0,20,2.5,55,6.875,499,62.375,12529,1566.125,15,1.875,3,0.375,12,1.5,10.0,1.25,14,1.75,22,2.75,47.5,5.9375,4,0.5,-226,-28.25,0.5543071161048689,0.3858267716535433,0.4,3.7926421404682276,5.303370786516854,0.125,18.666666666666668,56.333333333333336,-37.666666666666664,121.33333333333333,179.0,300.3333333333333,1.0,3.3333333333333335,3.3333333333333335,4.0,2.6666666666666665,24.2,52.0,-27.8,138.6,194.0,332.6,1.2,2.0,3.2,5.8,2.0,0.0,0.2,True,False,4,1,0.25,120,30.0,192,48.0,652,163.0,164,41.0,870,217.5,136,34.0,76,19.0,1522,380.5,83,20.75,8,2.0,7,1.75,29,7.25,62,15.5,5,1.25,11,2.75,30,7.5,244,61.0,6502,1625.5,7,1.75,2,0.5,5,1.25,5.0,1.25,0,0.0,14,3.5,31.5,7.875,2,0.5,-72,-18.0,0.5588235294117647,0.46774193548387094,0.45454545454545453,3.975609756097561,6.397058823529412,4,0,0.0,59,14.75,213,53.25,482,120.5,135,33.75,546,136.5,131,32.75,72,18.0,1028,257.0,58,14.5,4,1.0,3,0.75,20,5.0,65,16.25,3,0.75,9,2.25,25,6.25,255,63.75,6027,1506.75,8,2.0,1,0.25,7,1.75,5.0,1.25,14,3.5,8,2.0,16.0,4.0,2,0.5,-154,-38.5,0.549618320610687,0.3076923076923077,0.3333333333333333,3.5703703703703704,4.1679389312977095
720,401114332,2019,11,regular,Massachusetts,FBS Independents,away,7,0,,,,1,182.0,0.0,10.0,1.0,,,,1,,0.0,17:52,2,0,2,5-44,1.0,25,26,4.5,9-22,99,125,1-3,2-12,7,1.0,0,45,0,0,2019-11-09 17:00:00+00:00,True,Army,Massachusetts,63,7,Army,7,63,-56,0,9,22,0.4090909090909091,2,12,0.16666666666666666,1,3,0.3333333333333333,5,44,1072,9,1,200,22.22222222222222,468,52.0,1240,137.77777777777777,336,37.333333333333336,1550,172.22222222222223,294,32.666666666666664,164,18.22222222222222,2790,310.0,151,16.77777777777778,13,1.4444444444444444,12,1.3333333333333333,53,5.888888888888889,144,16.0,9,1.0,22,2.4444444444444446,63,7.0,563,62.55555555555556,14293,1588.111111111111,15,1.6666666666666667,3,0.3333333333333333,12,1.3333333333333333,10.0,1.1111111111111112,14,1.5555555555555556,27,3.0,49.5,5.5,4,0.4444444444444444,-268,-29.77777777777778,0.5578231292517006,0.3680555555555556,0.4090909090909091,3.6904761904761907,5.272108843537415,0.1111111111111111,25.666666666666668,62.666666666666664,-37.0,144.0,198.0,342.0,0.6666666666666666,0.0,4.333333333333333,3.3333333333333335,1.6666666666666667,22.8,52.2,-29.4,138.0,176.8,314.8,1.0,2.0,3.8,5.6,1.8,0.0,0.2,False,True,5,1,0.2,141,28.2,255,51.0,758,151.6,201,40.2,1004,200.8,163,32.6,92,18.4,1762,352.4,93,18.6,9,1.8,9,1.8,33,6.6,79,15.8,6,1.2,13,2.6,38,7.6,308,61.6,8266,1653.2,7,1.4,2,0.4,5,1.0,5.0,1.0,0,0.0,19,3.8,33.5,6.7,2,0.4,-114,-22.8,0.5644171779141104,0.4177215189873418,0.46153846153846156,3.771144278606965,6.159509202453988,4,0,0.0,59,14.75,213,53.25,482,120.5,135,33.75,546,136.5,131,32.75,72,18.0,1028,257.0,58,14.5,4,1.0,3,0.75,20,5.0,65,16.25,3,0.75,9,2.25,25,6.25,255,63.75,6027,1506.75,8,2.0,1,0.25,7,1.75,5.0,1.25,14,3.5,8,2.0,16.0,4.0,2,0.5,-154,-38.5,0.549618320610687,0.3076923076923077,0.3333333333333333,3.5703703703703704,4.1679389312977095
