season,team,conference,totalPPA,totalPassingPPA,totalReceivingPPA,totalRushingPPA,percentPPA,percentPassingPPA,percentReceivingPPA,percentRushingPPA,usage,passingUsage,receivingUsage,rushingUsage
2024,California,Pac-12,205.4,75.0,88.0,42.4,0.594,0.84,0.505,0.512,0.661,0.718,0.477,0.716
2024,Central Michigan,Mid-American,174.4,17.6,127.1,29.7,0.518,0.174,0.833,0.357,0.519,0.025,0.801,0.702
2024,Charlotte,American Athletic,134.6,10.4,108.9,15.3,0.623,0.575,0.721,0.328,0.545,0.607,0.692,0.424
2024,Cincinnati,Big 12,121.2,-1.3,75.1,47.5,0.308,-0.016,0.389,0.399,0.33,0.095,0.45,0.452
2024,Clemson,ACC,256.2,75.6,117.1,63.5,0.774,0.872,0.743,0.732,0.778,0.969,0.738,0.617
2024,Coastal Carolina,Sun Belt,126.6,29.2,73.1,24.3,0.268,0.168,0.292,0.518,0.393,0.296,0.376,0.501
2024,Colorado,Pac-12,287.1,138.8,134.5,13.9,0.665,0.994,0.502,0.567,0.621,0.992,0.414,0.232
2024,Colorado State,Mountain West,306.5,163.8,151.7,-9.1,0.635,0.914,0.483,0.91,0.733,0.945,0.452,0.69
2024,Duke,ACC,165.2,52.3,100.0,12.9,0.496,0.533,0.567,0.221,0.496,0.525,0.608,0.399
2024,East Carolina,American Athletic,53.1,-1.7,64.5,-9.7,0.328,-0.101,0.48,-0.924,0.327,0.005,0.511,0.556
2024,Eastern Michigan,Mid-American,35.4,0.0,40.0,-4.6,0.206,0.0,0.385,-0.118,0.112,0.0,0.364,0.037
2024,Florida,SEC,321.2,133.5,144.1,43.6,0.723,0.906,0.64,0.605,0.718,0.909,0.638,0.571
2024,Florida Atlantic,American Athletic,7.8,3.7,8.6,-4.5,0.027,0.037,0.056,-0.107,0.083,0.036,0.132,0.091
2024,Florida International,Conference USA,178.6,70.2,92.3,16.0,0.599,0.93,0.456,0.777,0.804,0.894,0.492,0.934
2024,Florida State,ACC,95.2,-7.4,72.7,29.9,0.211,-0.047,0.317,0.459,0.262,0.127,0.353,0.328
2024,Fresno State,Mountain West,330.4,130.6,165.0,34.8,0.683,0.884,0.564,0.795,0.762,0.803,0.563,0.916
2024,Georgia,SEC,438.1,232.7,148.5,57.0,0.604,0.966,0.455,0.36,0.579,0.959,0.482,0.279
2024,Georgia Southern,Sun Belt,212.6,7.9,142.1,62.6,0.414,0.054,0.469,0.971,0.375,0.036,0.474,0.851
2024,Georgia State,Sun Belt,125.5,6.6,104.2,14.7,0.314,0.057,0.486,0.208,0.136,0.005,0.465,0.063
2024,Georgia Tech,ACC,412.8,151.5,172.7,88.6,0.849,1.0,0.789,0.767,0.852,1.0,0.758,0.789
2024,Hawai'i,Mountain West,396.9,126.2,268.7,2.0,0.896,0.964,0.916,0.106,0.883,0.996,0.871,0.676
2024,Houston,Big 12,231.4,105.4,88.4,37.7,0.636,0.977,0.39,1.282,0.828,0.995,0.452,0.942
2024,Illinois,Big Ten,192.2,78.8,72.9,40.5,0.447,0.547,0.306,0.86,0.554,0.674,0.328,0.614
2024,Indiana,Big Ten,126.1,37.0,96.0,-6.9,0.432,0.432,0.603,-0.148,0.285,0.34,0.526,0.058
2024,Iowa,Big Ten,56.1,1.7,62.4,-7.9,0.545,-0.145,0.526,2.079,0.617,0.272,0.567,0.927
2024,Iowa State,Big 12,385.8,158.9,218.0,9.0,0.901,0.945,0.865,1.25,0.762,0.995,0.832,0.463
2024,Jacksonville State,Conference USA,132.0,16.9,78.9,36.2,0.399,0.366,0.436,0.35,0.405,0.343,0.416,0.438
2024,James Madison,Sun Belt,20.2,-3.4,27.5,-3.9,0.037,-0.016,0.086,-0.241,0.056,0.032,0.094,0.052
2024,Kansas,Big 12,380.3,65.5,210.7,104.1,0.641,0.314,0.84,0.78,0.69,0.367,0.846,0.82
2024,Kansas State,Big 12,206.9,20.0,119.7,67.2,0.387,0.147,0.446,0.515,0.396,0.155,0.435,0.583
2024,Kent State,Mid-American,126.0,29.9,82.6,13.5,0.708,0.558,0.68,5.4,0.502,0.52,0.512,0.481
2024,Kentucky,SEC,135.3,9.0,116.0,10.4,0.36,0.079,0.567,0.18,0.186,0.008,0.57,0.105
2024,Liberty,Conference USA,463.7,174.4,108.1,181.1,0.738,1.03,0.423,0.893,0.821,0.966,0.403,0.881
2024,Louisiana,Sun Belt,189.6,51.8,118.5,19.4,0.476,0.437,0.592,0.244,0.577,0.584,0.661,0.51
2024,Louisiana Tech,Conference USA,101.0,41.3,52.0,7.8,0.261,0.379,0.22,0.191,0.27,0.344,0.256,0.191
2024,Louisville,ACC,76.3,9.5,59.9,6.8,0.153,0.066,0.237,0.068,0.171,0.021,0.392,0.161
2024,LSU,SEC,148.1,30.4,83.4,34.3,0.203,0.121,0.261,0.214,0.302,0.199,0.406,0.317
2024,Marshall,Sun Belt,88.1,19.2,68.4,0.5,0.269,0.206,0.411,0.007,0.26,0.283,0.294,0.207
2024,Maryland,Big Ten,168.7,-5.4,145.1,29.0,0.37,-0.038,0.574,0.472,0.413,0.086,0.612,0.676
2024,Massachusetts,FBS Independents,99.0,36.2,40.9,21.9,0.339,0.501,0.293,0.272,0.393,0.713,0.272,0.176
2024,Memphis,American Athletic,496.5,203.0,244.9,48.6,0.798,0.937,0.73,0.697,0.735,0.988,0.681,0.471
2024,Miami,ACC,234.9,31.0,170.1,33.7,0.474,0.183,0.69,0.418,0.413,0.175,0.657,0.46
2024,Miami (OH),Mid-American,199.9,87.9,78.9,33.1,0.6,0.816,0.466,0.594,0.494,0.693,0.478,0.366
2024,Michigan,Big Ten,145.6,15.7,108.6,21.3,0.26,0.083,0.408,0.204,0.321,0.077,0.471,0.411
2024,Michigan State,Big Ten,75.6,1.6,85.5,-11.5,0.301,0.022,0.47,2.091,0.314,0.005,0.422,0.589
2024,Middle Tennessee,Conference USA,227.1,105.7,76.7,44.7,0.555,0.945,0.313,0.87,0.795,0.98,0.398,0.912
2024,Minnesota,Big Ten,143.5,3.7,95.5,44.3,0.55,0.08,0.621,0.727,0.386,0.003,0.603,0.566
2024,Mississippi State,SEC,50.4,-4.6,33.7,21.4,0.191,-0.081,0.21,0.461,0.223,0.077,0.246,0.354
2024,Missouri,SEC,461.9,169.2,250.8,42.0,0.875,1.0,0.935,0.462,0.659,1.0,0.888,0.228
2024,Navy,American Athletic,89.7,-22.1,71.1,40.6,0.575,-7.621,0.764,0.674,0.603,0.284,0.745,0.711
2024,NC State,ACC,111.0,3.6,94.1,13.2,0.34,0.041,0.539,0.204,0.221,0.01,0.455,0.255
2024,Nebraska,Big Ten,147.4,29.4,81.4,36.6,0.625,0.543,0.692,0.572,0.589,0.632,0.575,0.568
2024,Nevada,Mountain West,111.8,39.7,8.3,63.8,0.493,0.874,0.061,1.43,0.682,0.922,0.18,0.773
2024,New Mexico,Mountain West,163.4,32.4,92.7,38.3,0.349,0.219,0.422,0.381,0.261,0.182,0.369,0.262
2024,New Mexico State,Conference USA,75.4,0.0,40.3,35.0,0.137,0.0,0.148,0.278,0.099,0.0,0.202,0.129
2024,North Carolina,ACC,238.3,-1.5,181.8,58.1,0.451,-0.01,0.713,0.497,0.454,0.088,0.718,0.629
2024,Northern Illinois,Mid-American,200.9,20.4,104.3,76.2,0.596,0.218,0.698,0.806,0.575,0.093,0.784,0.833
2024,North Texas,American Athletic,110.5,8.9,102.4,-0.8,0.195,0.062,0.344,-0.006,0.1,0.006,0.337,0.028
2024,Northwestern,Big Ten,144.2,4.8,133.6,5.7,0.419,0.057,0.608,0.141,0.42,0.024,0.702,0.657
2024,Notre Dame,FBS Independents,214.4,48.5,150.0,15.9,0.373,0.247,0.526,0.17,0.346,0.139,0.514,0.42
2024,Ohio,Mid-American,53.4,10.4,24.9,18.1,0.13,0.073,0.114,0.344,0.095,0.066,0.074,0.132
2024,Ohio State,Big Ten,120.7,4.9,79.2,36.6,0.224,0.024,0.288,0.626,0.318,0.138,0.382,0.45
2024,Oklahoma,Big 12,269.4,45.2,184.9,39.4,0.394,0.171,0.591,0.373,0.37,0.176,0.519,0.432
2024,Oklahoma State,Big 12,388.4,146.6,179.8,61.9,0.821,0.972,0.712,0.886,0.8,0.933,0.655,0.78
2024,Old Dominion,Sun Belt,190.4,54.4,97.2,38.8,0.562,0.791,0.459,0.668,0.567,0.868,0.477,0.313
2024,Ole Miss,SEC,488.2,179.9,219.2,89.1,0.816,0.896,0.74,0.879,0.642,0.927,0.644,0.402
2024,Oregon,Pac-12,298.2,23.6,213.8,60.8,0.356,0.077,0.568,0.387,0.323,0.037,0.613,0.374
2024,Oregon State,Pac-12,37.2,0.5,32.7,4.0,0.07,0.003,0.122,0.037,0.078,0.081,0.178,0.012
2024,Penn State,Big Ten,346.3,130.0,127.1,89.2,0.737,0.968,0.541,0.885,0.856,0.993,0.509,0.938
2024,Pittsburgh,ACC,171.0,39.4,113.5,18.1,0.561,0.456,0.554,1.321,0.418,0.17,0.625,0.564
2024,Purdue,Big Ten,170.0,70.3,70.2,29.4,0.497,0.909,0.33,0.569,0.688,0.998,0.307,0.613
2024,Rice,American Athletic,216.6,11.7,143.9,61.0,0.47,0.075,0.6,0.919,0.512,0.352,0.647,0.58
2024,Rutgers,Big Ten,124.4,4.5,76.3,43.6,0.433,0.084,0.503,0.535,0.421,0.01,0.491,0.686
2024,Sam Houston,Conference USA,119.5,-0.4,135.4,-15.5,0.425,-0.004,0.742,3.69,0.48,0.065,0.826,0.682
2024,San Diego State,Mountain West,84.5,0.0,59.7,24.8,0.382,0.0,0.511,0.523,0.408,0.0,0.505,0.654
2024,San José State,Mountain West,104.6,-0.7,109.3,-4.0,0.24,-0.006,0.479,-0.044,0.118,0.003,0.407,0.044
2024,SMU,American Athletic,585.2,219.1,292.1,74.0,0.924,0.989,0.908,0.825,0.915,0.982,0.901,0.865
2024,South Alabama,Sun Belt,207.3,25.5,122.8,58.9,0.374,0.153,0.491,0.428,0.343,0.139,0.545,0.385
2024,South Carolina,SEC,79.8,15.4,61.2,3.2,0.191,0.099,0.258,0.134,0.138,0.027,0.256,0.16
2024,Southern Miss,Sun Belt,66.8,8.5,40.8,17.5,0.223,0.161,0.235,0.24,0.283,0.123,0.363,0.385
2024,South Florida,American Athletic,395.1,116.7,200.3,78.1,0.859,1.0,0.784,0.886,0.905,1.0,0.812,0.878
2024,Stanford,Pac-12,252.8,51.7,163.2,37.9,0.848,1.006,0.792,0.936,0.834,0.976,0.761,0.708
2024,Syracuse,ACC,91.3,14.2,71.5,5.6,0.315,0.163,0.435,0.146,0.48,0.292,0.529,0.603
2024,TCU,Big 12,287.1,115.6,168.2,3.3,0.544,0.585,0.612,0.06,0.522,0.594,0.638,0.306
2024,Temple,American Athletic,94.7,-1.8,101.3,-4.8,0.236,-0.016,0.385,-0.162,0.175,0.036,0.447,0.101
2024,Tennessee,SEC,153.8,9.9,100.6,43.2,0.331,0.071,0.516,0.336,0.357,0.153,0.578,0.367
2024,Texas,Big 12,244.9,138.1,58.7,48.1,0.466,0.814,0.226,0.503,0.561,0.882,0.211,0.516
2024,Texas A&M,SEC,279.7,94.4,128.4,57.0,0.573,0.564,0.488,0.988,0.631,0.558,0.471,0.841
2024,Texas State,Sun Belt,228.0,1.5,176.7,49.8,0.391,0.008,0.682,0.372,0.362,0.002,0.678,0.466
2024,Texas Tech,Big 12,227.1,60.0,66.9,100.2,0.565,0.765,0.31,0.927,0.742,0.76,0.528,0.886
2024,Toledo,Mid-American,249.9,31.3,206.5,12.1,0.459,0.168,0.847,0.106,0.421,0.164,0.844,0.357
2024,Troy,Sun Belt,127.2,11.6,110.6,4.9,0.257,0.079,0.402,0.067,0.169,0.036,0.287,0.228
2024,Tulane,American Athletic,121.0,14.6,61.0,45.3,0.304,0.112,0.304,0.684,0.481,0.229,0.421,0.727
2024,Tulsa,American Athletic,252.4,103.5,106.3,42.6,0.709,0.891,0.572,0.79,0.677,0.753,0.527,0.703
2024,UAB,American Athletic,334.6,148.2,122.0,64.4,0.65,0.934,0.499,0.574,0.709,0.989,0.512,0.565
2024,UCF,Big 12,244.9,-0.2,151.5,93.5,0.4,-0.001,0.567,0.574,0.446,0.033,0.604,0.676
2024,UCLA,Pac-12,276.0,52.1,163.5,60.4,0.617,0.51,0.646,0.656,0.472,0.368,0.626,0.484
2024,UConn,FBS Independents,85.2,0.9,57.5,26.7,0.291,0.01,0.32,1.072,0.397,0.109,0.358,0.705
2024,UL Monroe,Sun Belt,39.0,-7.0,9.9,36.1,0.166,-0.417,0.057,0.811,0.239,0.089,0.066,0.468
2024,UNLV,Mountain West,234.0,13.0,196.7,24.3,0.433,0.071,0.762,0.241,0.305,0.008,0.755,0.254
2024,USC,Pac-12,150.8,41.5,91.1,18.1,0.223,0.19,0.264,0.159,0.196,0.146,0.349,0.105
2024,Utah,Pac-12,91.2,12.6,77.6,1.0,0.319,0.244,0.467,0.015,0.276,0.032,0.464,0.362
2024,Utah State,Mountain West,200.0,2.2,172.7,25.1,0.466,0.02,0.721,0.324,0.312,0.008,0.594,0.445
2024,UTEP,Conference USA,85.5,65.2,30.9,-10.7,0.236,0.57,0.139,-0.404,0.3,0.596,0.125,0.138
2024,UTSA,American Athletic,149.4,14.2,94.0,41.2,0.327,0.094,0.401,0.572,0.531,0.233,0.512,0.828
2024,Vanderbilt,SEC,47.5,0.0,57.8,-10.3,0.163,0.0,0.299,-0.332,0.238,0.0,0.349,0.455
2024,Virginia,ACC,230.7,109.2,101.5,19.9,0.618,0.918,0.5,0.389,0.716,0.986,0.511,0.595
2024,Virginia Tech,ACC,318.4,61.5,173.7,83.2,0.838,0.684,0.837,1.004,0.869,0.816,0.825,0.933
2024,Wake Forest,ACC,92.2,18.3,68.6,5.2,0.327,0.258,0.358,0.263,0.391,0.292,0.325,0.516
2024,Washington,Pac-12,18.2,2.5,14.1,1.6,0.025,0.009,0.039,0.021,0.035,0.002,0.069,0.042
2024,Washington State,Pac-12,134.4,14.0,101.7,18.7,0.282,0.093,0.374,0.342,0.217,0.028,0.382,0.341
2024,Western Kentucky,Conference USA,191.4,25.3,154.8,11.3,0.381,0.131,0.548,0.425,0.345,0.134,0.499,0.485
2024,Western Michigan,Mid-American,202.5,45.3,106.9,50.2,0.794,0.754,0.801,0.812,0.702,0.577,0.699,0.822
2024,West Virginia,Big 12,369.2,82.2,122.4,164.6,0.883,0.966,0.695,1.05,0.899,0.997,0.738,0.902
2024,Wisconsin,Big Ten,179.5,7.6,148.1,23.8,0.51,0.104,0.741,0.301,0.446,0.331,0.663,0.408
2024,Wyoming,Mountain West,77.1,8.4,47.8,20.8,0.257,0.108,0.302,0.323,0.448,0.14,0.404,0.69
