id,athleteId,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country,hometownInfo
111273,5079656,HighSchool,2023,26.0,Dezz Ricks,IMG Academy,Alabama,CB,73.0,170.0,5.0,0.9883,Norfolk,VA,USA,"{'latitude': 36.8462923, 'longitude': -76.2929252, 'fipsCode': '51710'}"
111274,4870969,HighSchool,2023,27.0,James Smith,Carver Montgomery,Alabama,DL,75.0,310.0,5.0,0.9877,Montgomery,AL,USA,"{'latitude': 32.3669656, 'longitude': -86.3006485, 'fipsCode': '01101'}"
111272,4871074,HighSchool,2023,28.0,Raylen Wilson,Tallahassee Lincoln,Georgia,LB,74.0,213.0,5.0,0.9876,Tallahassee,FL,USA,"{'latitude': 30.4380832, 'longitude': -84.2809332, 'fipsCode': '12073'}"
111270,4870934,HighSchool,2023,29.0,Rueben Owens II,El Campo,Texas A&M,RB,71.0,190.0,5.0,0.9873,El Campo,TX,USA,"{'latitude': 29.1966405, 'longitude': -96.2696867, 'fipsCode': '48481'}"
111277,4870656,HighSchool,2023,30.0,Johntay Cook,DeSoto,Texas,WR,72.0,175.0,5.0,0.9872,DeSoto,TX,USA,"{'latitude': 32.6061241, 'longitude': -96.865612653687, 'fipsCode': '48113'}"
111271,4870970,HighSchool,2023,31.0,Yhonzae Pierre,Eufaula,Alabama,EDGE,75.0,223.0,5.0,0.987,Eufaula,AL,USA,"{'latitude': 31.905459999999998, 'longitude': -85.15893958513422, 'fipsCode': '01005'}"
111276,4871048,HighSchool,2023,32.0,Hykeem Williams,Stranahan,Florida State,WR,75.0,200.0,5.0,0.9865,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
111281,4870694,HighSchool,2023,33.0,Monroe Freeling,Oceanside Collegiate Academy,Georgia,OT,78.0,294.0,5.0,0.9865,Mount Pleasant,SC,USA,"{'latitude': 32.7940651, 'longitude': -79.8625851, 'fipsCode': '45019'}"
111282,4871063,HighSchool,2023,34.0,Peter Woods,Thompson,Clemson,DL,75.0,270.0,5.0,0.9863,Alabaster,AL,USA,"{'latitude': 33.2442813, 'longitude': -86.8163773, 'fipsCode': '01117'}"
111279,5150251,HighSchool,2023,35.0,Qua Russaw,Carver Montgomery,Alabama,EDGE,74.0,230.0,5.0,0.9861,Montgomery,AL,USA,"{'latitude': 32.3669656, 'longitude': -86.3006485, 'fipsCode': '01101'}"
111284,4870835,HighSchool,2023,36.0,Brandon Inniss,American Heritage,Ohio State,WR,71.5,198.0,5.0,0.9855,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
111278,4880967,HighSchool,2023,37.0,Da'Shawn Womack,St. Frances Academy,LSU,EDGE,76.0,240.0,5.0,0.9851,Baltimore,MD,USA,"{'latitude': 39.2908816, 'longitude': -76.610759, 'fipsCode': '24510'}"
111283,4870588,HighSchool,2023,38.0,Joenel Aguero,St. John's Prep,Georgia,S,72.0,195.0,5.0,0.9842,Lynn,MA,USA,"{'latitude': 42.466763, 'longitude': -70.9494939, 'fipsCode': '25009'}"
111287,4870776,HighSchool,2023,39.0,Jalen Hale,Longview,Alabama,WR,73.0,185.0,5.0,0.9841,Longview,TX,USA,"{'latitude': 32.5007031, 'longitude': -94.74049, 'fipsCode': '48183'}"
111280,4870779,HighSchool,2023,40.0,Jordan Hall,Westside,Georgia,DL,75.5,317.0,5.0,0.9838,Jacksonville,FL,USA,"{'latitude': 30.3321838, 'longitude': -81.655651, 'fipsCode': '12031'}"
111286,5151012,HighSchool,2023,41.0,J'ven Williams,Wyomissing,Penn State,OT,76.0,285.0,4.0,0.9832,Reading,PA,USA,"{'latitude': 40.335345, 'longitude': -75.9279495, 'fipsCode': '42011'}"
111285,4870721,HighSchool,2023,42.0,A.J. Harris,Central Phenix City,Georgia,CB,73.0,180.0,4.0,0.9832,Phenix City,AL,USA,"{'latitude': 32.4709761, 'longitude': -85.0007653, 'fipsCode': '01113'}"
111291,4870667,HighSchool,2023,43.0,Kelby Collins,Gardendale,Florida,DL,76.0,265.0,4.0,0.9812,Gardendale,AL,USA,"{'latitude': 33.6601033, 'longitude': -86.8127702, 'fipsCode': '01073'}"
111288,4870795,HighSchool,2023,44.0,Makai Lemon,Los Alamitos,USC,WR,72.0,180.0,4.0,0.9799,Los Alamitos,CA,USA,"{'latitude': 33.8038865, 'longitude': -118.0772433, 'fipsCode': '06059'}"
111290,4871052,HighSchool,2023,45.0,Matayo Uiagalelei,St. John Bosco,Oregon,EDGE,77.0,265.0,4.0,0.9798,Bellflower,CA,USA,"{'latitude': 33.8825705, 'longitude': -118.1167679, 'fipsCode': '06037'}"
111289,4870953,HighSchool,2023,46.0,Malik Muhammad,South Oak Cliff,Texas,CB,71.5,175.0,4.0,0.9796,Dallas,TX,USA,"{'latitude': 32.7762719, 'longitude': -96.7968559, 'fipsCode': '48113'}"
111292,4870596,HighSchool,2023,47.0,Chase Bisontis,Don Bosco Prep,Texas A&M,IOL,77.0,290.0,4.0,0.9789,Ramsey,NJ,USA,"{'latitude': 41.0573188, 'longitude': -74.1409771, 'fipsCode': '34003'}"
111294,4870904,HighSchool,2023,48.0,Sam M'Pemba,IMG Academy,Georgia,EDGE,75.5,240.0,4.0,0.977,Bradenton,FL,USA,"{'latitude': 27.4989278, 'longitude': -82.5748194, 'fipsCode': '12081'}"
111296,4871044,HighSchool,2023,49.0,Derek Williams Jr.,Westgate,Texas,S,74.0,185.0,4.0,0.9768,New Iberia,LA,USA,"{'latitude': 30.0035365, 'longitude': -91.8187285, 'fipsCode': '22045'}"
111297,4870886,HighSchool,2023,50.0,T.J. Parker,Central Phenix City,Clemson,DL,75.0,248.0,4.0,0.9764,Phenix City,AL,USA,"{'latitude': 32.4709761, 'longitude': -85.0007653, 'fipsCode': '01113'}"
111295,4870796,HighSchool,2023,51.0,Jahlil Hurley,Florence,Alabama,CB,74.0,170.0,4.0,0.976,Florence,AL,USA,"{'latitude': 34.79981, 'longitude': -87.677251, 'fipsCode': '01077'}"
111293,5150710,HighSchool,2023,52.0,Jermaine Mathews Jr.,Winton Woods,Ohio State,CB,72.0,175.0,4.0,0.9756,Cincinnati,OH,USA,"{'latitude': 39.1014537, 'longitude': -84.5124602, 'fipsCode': '39061'}"
111300,4870594,HighSchool,2023,53.0,Alex Birchmeier,Broad Run,Penn State,IOL,77.0,285.0,4.0,0.9754,Ashburn,VA,USA,"{'latitude': 39.0437192, 'longitude': -77.4874899, 'fipsCode': '51107'}"
111298,4870929,HighSchool,2023,54.0,Noah Rogers,Rolesville,Ohio State,WR,74.0,195.0,4.0,0.9751,Rolesville,NC,USA,"{'latitude': 35.9232862, 'longitude': -78.4573914, 'fipsCode': '37183'}"
111302,4870851,HighSchool,2023,55.0,Bai Jobe,Community Christian School,Michigan State,EDGE,75.0,225.0,4.0,0.975,Norman,OK,USA,"{'latitude': 35.2225717, 'longitude': -97.4394816, 'fipsCode': '40027'}"
111299,4870756,HighSchool,2023,56.0,Ja'Keem Jackson,Osceola,Florida,CB,73.0,180.0,4.0,0.9742,Kissimmee,FL,USA,"{'latitude': 28.2918995, 'longitude': -81.4075838, 'fipsCode': '12097'}"
111303,4923283,HighSchool,2023,57.0,Daevin Hobbs,Jay M. Robinson,Tennessee,DL,76.0,277.0,4.0,0.9741,Concord,NC,USA,"{'latitude': 35.4093772, 'longitude': -80.5797416, 'fipsCode': '37025'}"
111305,4871077,HighSchool,2023,58.0,Javien Toviano,Arlington Martin,LSU,S,72.0,185.0,4.0,0.9733,Arlington,TX,USA,"{'latitude': 32.701938999999996, 'longitude': -97.10562379033699, 'fipsCode': '48439'}"
111306,4870975,HighSchool,2023,59.0,Jordan Renaud,Tyler Legacy,Alabama,EDGE,75.5,245.0,4.0,0.9728,Tyler,TX,USA,"{'latitude': 32.3512601, 'longitude': -95.3010624, 'fipsCode': '48423'}"
111304,4871023,HighSchool,2023,60.0,Carnell Tate,IMG Academy,Ohio State,WR,74.0,180.0,4.0,0.9728,Bradenton,FL,USA,"{'latitude': 27.4989278, 'longitude': -82.5748194, 'fipsCode': '12081'}"
111301,4871081,HighSchool,2023,61.0,Richard Young,Lehigh Senior,Alabama,RB,71.0,200.0,4.0,0.9722,Lehigh Acres,FL,USA,"{'latitude': 26.6091509, 'longitude': -81.652407, 'fipsCode': '12071'}"
111307,4899359,HighSchool,2023,62.0,Charles Jagusah,Alleman,Notre Dame,OT,78.0,308.0,4.0,0.9715,Rock Island,IL,USA,"{'latitude': 41.5094771, 'longitude': -90.5787477, 'fipsCode': '17161'}"
111309,4906373,HighSchool,2023,63.0,Calvin Simpson-Hunt,Waxahachie,Ohio State,CB,72.0,175.0,4.0,0.971,Waxahachie,TX,USA,"{'latitude': 32.3944908, 'longitude': -96.8439365, 'fipsCode': '48139'}"
111308,4870617,HighSchool,2023,64.0,Rueben Bain Jr.,Miami Central,Miami,EDGE,74.0,250.0,4.0,0.9709,Miami,FL,USA,"{'latitude': 25.7742658, 'longitude': -80.1936589, 'fipsCode': '12086'}"
111310,4899367,HighSchool,2023,65.0,Ryan Niblett,Aldine Eisenhower,Texas,WR,70.0,170.0,4.0,0.9695,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}"
111311,4870716,HighSchool,2023,66.0,Gabe Harris Jr.,IMG Academy,Georgia,EDGE,76.0,237.0,4.0,0.9691,Bradenton,FL,USA,"{'latitude': 27.4989278, 'longitude': -82.5748194, 'fipsCode': '12081'}"
111313,4917947,HighSchool,2023,67.0,Malachi Coleman,Lincoln East,Nebraska,WR,76.0,190.0,4.0,0.969,Lincoln,NE,USA,"{'latitude': 40.8088861, 'longitude': -96.7077751, 'fipsCode': '31109'}"
111312,4870950,HighSchool,2023,68.0,Jason Moore,DeMatha Catholic,Ohio State,DL,78.0,280.0,4.0,0.9679,Hyattsville,MD,USA,"{'latitude': 38.9529442, 'longitude': -76.9408647, 'fipsCode': '24033'}"
111317,4870619,HighSchool,2023,69.0,Jalen Brown,Gulliver Prep,LSU,WR,71.5,170.0,4.0,0.9675,Miami,FL,USA,"{'latitude': 25.7742658, 'longitude': -80.1936589, 'fipsCode': '12086'}"
111320,4922989,HighSchool,2023,70.0,Jelani McDonald,Waco Connally,Texas,ATH,74.0,197.0,4.0,0.9672,Waco,TX,USA,"{'latitude': 31.549333, 'longitude': -97.1466695, 'fipsCode': '48309'}"
111315,4899483,HighSchool,2023,71.0,Sammy Omosigho,Crandall,Oklahoma,LB,73.0,208.0,4.0,0.9671,Crandall,TX,USA,"{'latitude': 32.6279113, 'longitude': -96.4558196, 'fipsCode': '48257'}"
111314,4870643,HighSchool,2023,72.0,Vic Burley,Warner Robins,Clemson,DL,77.0,276.0,4.0,0.9671,Warner Robins,GA,USA,"{'latitude': 32.6200973, 'longitude': -83.606568, 'fipsCode': '13153'}"
111316,4870598,HighSchool,2023,73.0,CJ Allen,Lamar County,Georgia,LB,73.0,217.0,4.0,0.9671,Barnesville,GA,USA,"{'latitude': 33.0545709, 'longitude': -84.1557496, 'fipsCode': '13171'}"
111322,4920140,HighSchool,2023,74.0,Nathan Leacock,Millbrook,Tennessee,WR,75.0,200.0,4.0,0.9656,Raleigh,NC,USA,"{'latitude': 35.7803977, 'longitude': -78.6390989, 'fipsCode': '37183'}"
111323,4870707,HighSchool,2023,75.0,Keldric Faulk,Highland Home,Auburn,DL,77.0,270.0,4.0,0.9655,Highland Home,AL,USA,"{'latitude': 31.953702, 'longitude': -86.3142945, 'fipsCode': '01041'}"
111319,4871083,HighSchool,2023,76.0,Makari Vickers,Robert F. Munroe Day School,Oklahoma,S,73.0,191.0,4.0,0.9653,Tallahassee,FL,USA,"{'latitude': 30.4380832, 'longitude': -84.2809332, 'fipsCode': '12073'}"
111318,4871061,HighSchool,2023,77.0,Pearce Spurlin III,South Walton,Georgia,TE,78.0,240.0,4.0,0.9652,Santa Rosa Beach,FL,USA,"{'latitude': 30.3466423, 'longitude': -86.2307992, 'fipsCode': '12131'}"
111321,4899369,HighSchool,2023,78.0,Christopher Vizzina,Briarwood Christian,Clemson,QB,75.0,211.0,4.0,0.9644,Birmingham,AL,USA,"{'latitude': 33.5206824, 'longitude': -86.8024326, 'fipsCode': '01073'}"
111327,4870951,HighSchool,2023,79.0,Jaquaize Pettaway,Langham Creek,Oklahoma,WR,71.0,170.0,4.0,0.9639,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}"
111325,4870808,HighSchool,2023,80.0,Jeremiyah Love,Christian Brothers College,Notre Dame,RB,72.0,190.0,4.0,0.9634,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}"
111329,4870632,HighSchool,2023,81.0,Troy Bowles,Tampa Jesuit,Georgia,LB,73.0,205.0,4.0,0.9627,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}"
111330,4870909,HighSchool,2023,82.0,Jaden Rashada,Pittsburg,Arizona State,QB,76.0,175.0,4.0,0.9623,Pittsburg,CA,USA,"{'latitude': 38.0181745, 'longitude': -121.8901232, 'fipsCode': '06013'}"
111326,4871030,HighSchool,2023,83.0,Jayden Wayne,IMG Academy,Miami,EDGE,77.0,245.0,4.0,0.9622,Bradenton,FL,USA,"{'latitude': 27.4989278, 'longitude': -82.5748194, 'fipsCode': '12081'}"
111324,4871010,HighSchool,2023,84.0,Shelton Sampson Jr.,Baton Rouge Catholic,LSU,WR,76.0,181.0,4.0,0.962,Baton Rouge,LA,USA,"{'latitude': 30.4459596, 'longitude': -91.18738, 'fipsCode': '22033'}"
111331,,HighSchool,2023,85.0,Caleb Herring,Riverdale,Tennessee,EDGE,77.5,206.0,4.0,0.9611,Murfreesboro,TN,USA,"{'latitude': 35.845999, 'longitude': -86.3920452, 'fipsCode': '47149'}"
111335,4870993,HighSchool,2023,86.0,Braylan Shelby,Friendswood,USC,EDGE,77.0,235.0,4.0,0.9609,Friendswood,TX,USA,"{'latitude': 29.5293998, 'longitude': -95.2010447, 'fipsCode': '48167'}"
111333,4918098,HighSchool,2023,87.0,Tony Rojas,Fairfax,Penn State,LB,73.5,200.0,4.0,0.9604,Fairfax,VA,USA,"{'latitude': 38.8462236, 'longitude': -77.3063733, 'fipsCode': '51600'}"
111337,4870877,HighSchool,2023,88.0,King Mack,St. Thomas Aquinas,Penn State,S,71.0,180.0,4.0,0.9586,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
111332,4870819,HighSchool,2023,89.0,Eli Holstein,Zachary,Alabama,QB,76.0,222.0,4.0,0.9581,Zachary,LA,USA,"{'latitude': 30.6485191, 'longitude': -91.1564961, 'fipsCode': '22033'}"
111328,4871088,HighSchool,2023,90.0,Ayden Williams,Ridgeland,Ole Miss,WR,75.0,195.0,4.0,0.958,Ridgeland,MS,USA,"{'latitude': 32.4284761, 'longitude': -90.1323087, 'fipsCode': '28089'}"
111334,4899475,HighSchool,2023,91.0,Wilkin Formby,Northridge,Alabama,OT,79.0,295.0,4.0,0.9575,Tuscaloosa,AL,USA,"{'latitude': 33.2095614, 'longitude': -87.5675258, 'fipsCode': '01125'}"
111336,4870973,HighSchool,2023,92.0,Rodrick Pleasant,Junipero Serra,Oregon,CB,71.0,180.0,4.0,0.9574,Gardena,CA,USA,"{'latitude': 33.8963593, 'longitude': -118.3053037, 'fipsCode': '06037'}"
111338,4870946,HighSchool,2023,93.0,Luke Montgomery,Findlay,Ohio State,IOL,76.0,295.0,4.0,0.9572,Findlay,OH,USA,"{'latitude': 41.0413873, 'longitude': -83.6503982, 'fipsCode': '39063'}"
111341,5150377,HighSchool,2023,94.0,Tyler Williams,Lakeland,Georgia,WR,75.0,200.0,4.0,0.9572,Lakeland,FL,USA,"{'latitude': 28.0394654, 'longitude': -81.9498042, 'fipsCode': '12105'}"
111342,4870723,HighSchool,2023,95.0,Spencer Fano,Timpview,Utah,OT,76.5,276.0,4.0,0.9564,Provo,UT,USA,"{'latitude': 40.2338438, 'longitude': -111.6585337, 'fipsCode': '49049'}"
111340,4871055,HighSchool,2023,96.0,John Walker,Osceola,UCF,DL,75.0,310.0,4.0,0.9563,Kissimmee,FL,USA,"{'latitude': 28.2918995, 'longitude': -81.4075838, 'fipsCode': '12097'}"
111339,4870644,HighSchool,2023,97.0,Dalton Brooks,Shiner,Texas A&M,ATH,73.0,187.0,4.0,0.9562,Shiner,TX,USA,"{'latitude': 29.429978, 'longitude': -97.1717981, 'fipsCode': '48285'}"
111345,4899422,HighSchool,2023,98.0,Bravion Rogers,La Grange,Texas A&M,CB,70.0,185.0,4.0,0.9557,La Grange,TX,USA,"{'latitude': 29.9080038, 'longitude': -96.8730449, 'fipsCode': '48149'}"
111346,4870727,HighSchool,2023,99.0,Cayden Green,Lee's Summit North,Oklahoma,OT,77.0,315.0,4.0,0.9552,Lee's Summit,MO,USA,"{'latitude': 38.9107156, 'longitude': -94.3821295, 'fipsCode': '29095'}"
111350,4870857,HighSchool,2023,100.0,Avery Johnson,Maize,Kansas State,QB,74.0,175.0,4.0,0.9542,Maize,KS,USA,"{'latitude': 37.7791787, 'longitude': -97.4672674, 'fipsCode': '20173'}"
111349,4870939,HighSchool,2023,101.0,Cordale Russell,North Mesquite,TCU,WR,74.0,200.0,4.0,0.9541,Mesquite,TX,USA,"{'latitude': 32.7666103, 'longitude': -96.599472, 'fipsCode': '48113'}"
111351,4870860,HighSchool,2023,102.0,DeAndre Moore Jr.,St. John Bosco,Texas,WR,72.0,185.0,4.0,0.9528,Bellflower,CA,USA,"{'latitude': 33.8825705, 'longitude': -118.1167679, 'fipsCode': '06037'}"
111344,4917945,HighSchool,2023,103.0,Aidan Mizell,Boone,Florida,WR,74.0,180.0,4.0,0.9524,Orlando,FL,USA,"{'latitude': 28.5421109, 'longitude': -81.3790304, 'fipsCode': '12095'}"
111347,4870708,HighSchool,2023,104.0,Christian Gray,De Smet Jesuit,Notre Dame,CB,72.0,175.0,4.0,0.9509,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}"
111357,4871039,HighSchool,2023,105.0,Jelani Thurman,Langston Hughes,Ohio State,TE,77.0,230.0,4.0,0.9505,Fairburn,GA,USA,"{'latitude': 33.5670562, 'longitude': -84.5810418, 'fipsCode': '13121'}"
111355,4921154,HighSchool,2023,106.0,Eugene Wilson III,Gaither,Florida,WR,71.0,165.0,4.0,0.9494,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}"
111348,4870622,HighSchool,2023,107.0,Drayk Bowen,Andrean,Notre Dame,LB,74.0,232.0,4.0,0.9494,Merrillville,IN,USA,"{'latitude': 41.4828144, 'longitude': -87.3328139, 'fipsCode': '18089'}"
111343,4918129,HighSchool,2023,108.0,Colton Vasek,Austin Westlake,Texas,EDGE,77.5,225.0,4.0,0.949,Austin,TX,USA,"{'latitude': 30.2711286, 'longitude': -97.7436995, 'fipsCode': '48453'}"
111356,4870659,HighSchool,2023,109.0,Tackett Curtis,Many,USC,LB,74.0,224.0,4.0,0.9481,Many,LA,USA,"{'latitude': 31.5687848, 'longitude': -93.4840645, 'fipsCode': '22085'}"
111352,5226986,HighSchool,2023,110.0,Riley Williams,IMG Academy,Miami,TE,78.0,240.0,4.0,0.948,Bradenton,FL,USA,"{'latitude': 27.4989278, 'longitude': -82.5748194, 'fipsCode': '12081'}"
111361,4870749,HighSchool,2023,111.0,Bo Hughley,Langston Hughes,Georgia,OT,79.0,290.0,4.0,0.9477,Fairburn,GA,USA,"{'latitude': 33.5670562, 'longitude': -84.5810418, 'fipsCode': '13121'}"
111376,4870952,HighSchool,2023,112.0,Lucas Simmons-Johansson,Clearwater Academy International,Florida State,OT,80.0,300.0,4.0,0.9469,Clearwater,FL,USA,"{'latitude': 27.9658533, 'longitude': -82.8001026, 'fipsCode': '12103'}"
111359,4870834,HighSchool,2023,113.0,Roderick Kearney,Orange Park,Florida,IOL,76.0,300.0,4.0,0.9469,Orange Park,FL,USA,"{'latitude': 30.1654707, 'longitude': -81.7016346, 'fipsCode': '12019'}"
111353,4899671,HighSchool,2023,114.0,Dijon Johnson,Wharton,Florida,S,73.0,190.0,4.0,0.9469,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}"
111354,4899347,HighSchool,2023,115.0,Stephiylan Green,Rome,Clemson,DL,76.0,267.0,4.0,0.9468,Rome,GA,USA,"{'latitude': 34.257038, 'longitude': -85.1646726, 'fipsCode': '13115'}"
111368,5083315,HighSchool,2023,116.0,Kenyon Sadiq,Skyline,Oregon,ATH,75.0,220.0,4.0,0.9467,Idaho Falls,ID,USA,"{'latitude': 43.4935245, 'longitude': -112.0400919, 'fipsCode': '16019'}"
111367,4870611,HighSchool,2023,117.0,Daylen Austin,Long Beach Poly,Oregon,CB,73.0,180.0,4.0,0.9462,Long Beach,CA,USA,"{'latitude': 33.7690164, 'longitude': -118.1916048, 'fipsCode': '06037'}"
111377,4870815,HighSchool,2023,118.0,Jacobe Johnson,Mustang,Oklahoma,CB,75.0,183.0,4.0,0.946,Mustang,OK,USA,"{'latitude': 35.384227, 'longitude': -97.7244813, 'fipsCode': '40017'}"
111358,4921438,HighSchool,2023,119.0,Caleb Lomu,Highland,Utah,OT,77.0,260.0,4.0,0.9458,Gilbert,AZ,USA,"{'latitude': 33.3527632, 'longitude': -111.7890373, 'fipsCode': '04013'}"
111365,4870938,HighSchool,2023,120.0,Joshua Mickens,Lawrence Central,Ohio State,EDGE,75.0,225.0,4.0,0.9454,Indianapolis,IN,USA,"{'latitude': 39.7683331, 'longitude': -86.1583502, 'fipsCode': '18097'}"
