id,athleteId,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country,hometownInfo
118413,4431544,HighSchool,2020,6.0,Justin Flowe,Upland,Oregon,ILB,74.0,225.0,5.0,0.9967,Upland,CA,USA,"{'latitude': 34.09751, 'longitude': -117.6483876, 'fipsCode': '06071'}"
254460,,HighSchool,2020,7.0,Keelan Marion,Duplicate,UConn,WR,73.0,180.0,3.0,0.8085,Columbia,SC,USA,"{'latitude': 34.0007493, 'longitude': -81.0343313, 'fipsCode': '45079'}"
118414,4428985,HighSchool,2020,7.0,Myles Murphy,Hillgrove,Clemson,SDE,77.0,260.0,5.0,0.9965,Powder Springs,GA,USA,"{'latitude': 33.8595492, 'longitude': -84.683824, 'fipsCode': '13067'}"
118415,4428996,HighSchool,2020,8.0,Jordan Burch,Hammond School,South Carolina,DT,77.0,275.0,5.0,0.9954,Columbia,SC,USA,"{'latitude': 34.0007493, 'longitude': -81.0343313, 'fipsCode': '45079'}"
254406,,HighSchool,2020,8.0,Tahveon Nicholson,Duplicate,Illinois,ATH,71.0,170.0,3.0,0.8056,Columbia,SC,USA,"{'latitude': 34.0007493, 'longitude': -81.0343313, 'fipsCode': '45079'}"
254394,,HighSchool,2020,9.0,Kareem Stinson,Queen City Collegiate Prep,East Carolina,DT,75.0,270.0,3.0,0.8033,Matthews,NC,USA,"{'latitude': 35.1170873, 'longitude': -80.723718, 'fipsCode': '37119'}"
118416,4428991,HighSchool,2020,9.0,Paris Johnson Jr.,Princeton,Ohio State,OT,79.0,290.0,5.0,0.9953,Cincinnati,OH,USA,"{'latitude': 39.1014537, 'longitude': -84.5124602, 'fipsCode': '39061'}"
118417,4429020,HighSchool,2020,10.0,DJ Uiagalelei,St. John Bosco,Clemson,PRO,76.5,246.0,5.0,0.9949,Bellflower,CA,USA,"{'latitude': 33.8825705, 'longitude': -118.1167679, 'fipsCode': '06037'}"
254399,,HighSchool,2020,10.0,Miles Frazier,Milford Academy,Florida International,OT,78.0,300.0,2.0,0.7883,New Berlin,NY,USA,"{'latitude': 42.6239023, 'longitude': -75.3321363, 'fipsCode': '36017'}"
118418,4428990,HighSchool,2020,11.0,Broderick Jones,Lithonia,Georgia,OT,77.0,298.0,5.0,0.9947,Lithonia,GA,USA,"{'latitude': 33.7123305, 'longitude': -84.1051939, 'fipsCode': '13089'}"
118419,4429014,HighSchool,2020,12.0,Gervon Dexter,Lake Wales,Florida,DT,78.5,286.0,5.0,0.9946,Lake Wales,FL,USA,"{'latitude': 27.9014133, 'longitude': -81.5859099, 'fipsCode': '12105'}"
118420,4430822,HighSchool,2020,13.0,Noah Sewell,Orem,Oregon,ILB,74.0,266.0,5.0,0.9935,Orem,UT,USA,"{'latitude': 40.2971825, 'longitude': -111.694943, 'fipsCode': '49049'}"
118421,4429011,HighSchool,2020,14.0,Eli Ricks,IMG Academy,LSU,CB,74.0,192.0,5.0,0.9928,Rancho Cucamonga,CA,USA,"{'latitude': 34.1033192, 'longitude': -117.5751735, 'fipsCode': '06071'}"
118422,4430807,HighSchool,2020,15.0,Bijan Robinson,Salpointe Catholic,Texas,RB,72.0,200.0,5.0,0.9928,Tucson,AZ,USA,"{'latitude': 32.2228765, 'longitude': -110.9748477, 'fipsCode': '04019'}"
118423,4685035,HighSchool,2020,16.0,Zach Evans,North Shore,TCU,RB,71.0,200.0,5.0,0.9924,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}"
118424,4685724,HighSchool,2020,17.0,Will Anderson,Dutchtown,Alabama,WDE,75.0,230.0,5.0,0.9913,Hampton,GA,USA,"{'latitude': 33.3870578, 'longitude': -84.2829784, 'fipsCode': '13151'}"
118425,4685759,HighSchool,2020,18.0,Jalen Carter,Apopka,Georgia,DT,75.0,301.0,5.0,0.9911,Apopka,FL,USA,"{'latitude': 28.6779683, 'longitude': -81.5115214, 'fipsCode': '12095'}"
118426,4428989,HighSchool,2020,19.0,Chris Braswell,St. Frances Academy,Alabama,WDE,75.0,220.0,5.0,0.9909,Baltimore,MD,USA,"{'latitude': 39.2908816, 'longitude': -76.610759, 'fipsCode': '24510'}"
118427,4429002,HighSchool,2020,20.0,Demarkcus Bowman,Lakeland,Clemson,RB,69.0,191.0,5.0,0.9909,Lakeland,FL,USA,"{'latitude': 28.0394654, 'longitude': -81.9498042, 'fipsCode': '12105'}"
118428,4685145,HighSchool,2020,21.0,Jaylon Jones,Cibolo Steele,Texas A&M,S,73.5,190.0,5.0,0.9906,Cibolo,TX,USA,"{'latitude': 29.5707831, 'longitude': -98.2330927, 'fipsCode': '48187'}"
118429,,HighSchool,2020,22.0,Drew Sanders,Denton Ryan,Alabama,ATH,77.0,232.0,5.0,0.9895,Denton,TX,USA,"{'latitude': 33.2150386, 'longitude': -97.1330516, 'fipsCode': '48121'}"
118430,4430802,HighSchool,2020,23.0,Darnell Washington,Desert Pines,Georgia,ATH,79.5,261.0,5.0,0.9893,Las Vegas,NV,USA,"{'latitude': 36.1672559, 'longitude': -115.1485163, 'fipsCode': '32003'}"
118431,4429022,HighSchool,2020,24.0,Kayshon Boutte,Westgate,LSU,WR,72.0,180.0,5.0,0.9892,New Iberia,LA,USA,"{'latitude': 30.0035365, 'longitude': -91.8187285, 'fipsCode': '22045'}"
118432,4428995,HighSchool,2020,25.0,Demond Demas,Tomball,Texas A&M,WR,75.0,182.0,5.0,0.989,Tomball,TX,USA,"{'latitude': 30.0971621, 'longitude': -95.6160549, 'fipsCode': '48201'}"
118433,4430831,HighSchool,2020,26.0,Trenton Simpson,Mallard Creek,Clemson,OLB,75.0,224.0,5.0,0.987,Charlotte,NC,USA,"{'latitude': 35.2272, 'longitude': -80.843083, 'fipsCode': '37119'}"
118434,4429006,HighSchool,2020,27.0,Rakim Jarrett,St. John's College,Maryland,WR,72.0,208.0,5.0,0.9868,Washington,DC,USA,"{'latitude': 38.8949855, 'longitude': -77.0365708, 'fipsCode': '11001'}"
118435,4688816,HighSchool,2020,28.0,Tony Grimes,Princess Anne,North Carolina,CB,72.0,180.0,5.0,0.9859,Virginia Beach,VA,USA,"{'latitude': 36.8529841, 'longitude': -75.9774183, 'fipsCode': '51810'}"
118436,4430878,HighSchool,2020,29.0,Jaxon Smith-Njigba,Rockwall,Ohio State,WR,73.0,188.0,5.0,0.9855,Rockwall,TX,USA,"{'latitude': 32.9312336, 'longitude': -96.4597089, 'fipsCode': '48397'}"
118437,4428997,HighSchool,2020,30.0,Sav'ell Smalls,Kennedy Catholic,Washington,WDE,76.0,244.0,5.0,0.9842,Burien,WA,USA,"{'latitude': 47.469918, 'longitude': -122.3485274, 'fipsCode': '53033'}"
118438,4430805,HighSchool,2020,31.0,Dontae Manning,Raytown,Oregon,CB,72.0,185.0,5.0,0.984,Kansas City,MO,USA,"{'latitude': 39.100105, 'longitude': -94.5781416, 'fipsCode': '29095'}"
118439,4429086,HighSchool,2020,32.0,Michael Mayer,Covington Catholic,Notre Dame,TE,76.0,232.0,5.0,0.9833,Alexandria,KY,USA,"{'latitude': 38.9595078, 'longitude': -84.3879946, 'fipsCode': '21037'}"
118440,4685771,HighSchool,2020,33.0,MJ Sherman,St. John's College,Georgia,OLB,75.0,234.0,4.0,0.983,Washington,DC,USA,"{'latitude': 38.8949855, 'longitude': -77.0365708, 'fipsCode': '11001'}"
118441,4429007,HighSchool,2020,34.0,DeMonte Capehart,IMG Academy,Clemson,DT,76.5,295.0,4.0,0.9829,Hartsville,SC,USA,"{'latitude': 34.3740431, 'longitude': -80.0734005, 'fipsCode': '45031'}"
118442,4429049,HighSchool,2020,35.0,Demorie Tate,Freedom,Florida State,CB,73.0,189.0,4.0,0.9828,Orlando,FL,USA,"{'latitude': 28.5421109, 'longitude': -81.3790304, 'fipsCode': '12095'}"
118443,4429097,HighSchool,2020,36.0,Curtis Jacobs,McDonogh School,Penn State,OLB,74.0,220.0,4.0,0.9823,Owings Mills,MD,USA,"{'latitude': 39.4010753, 'longitude': -76.796299, 'fipsCode': '24005'}"
118444,4432720,HighSchool,2020,37.0,Jordan Johnson,De Smet Jesuit,Notre Dame,WR,73.0,182.0,4.0,0.9822,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}"
118445,4429035,HighSchool,2020,38.0,Tate Ratledge,Darlington School,Georgia,OT,78.0,322.0,4.0,0.9821,Rome,GA,USA,"{'latitude': 34.257038, 'longitude': -85.1646726, 'fipsCode': '13115'}"
118446,4429045,HighSchool,2020,39.0,Demouy Kennedy,Theodore,Alabama,ILB,75.0,215.0,4.0,0.9819,Theodore,AL,USA,"{'latitude': 30.547295, 'longitude': -88.18020367595204, 'fipsCode': '01097'}"
118447,4429013,HighSchool,2020,40.0,Tank Bigsby,Callaway,Auburn,RB,72.0,210.0,4.0,0.9814,Hogansville,GA,USA,"{'latitude': 33.1731769, 'longitude': -84.914936, 'fipsCode': '13285'}"
118448,4429034,HighSchool,2020,41.0,Jaquelin Roy,University Lab,LSU,DT,75.5,289.0,4.0,0.9803,Baton Rouge,LA,USA,"{'latitude': 30.4459596, 'longitude': -91.18738, 'fipsCode': '22033'}"
118449,4432577,HighSchool,2020,42.0,C.J. Stroud,Rancho Cucamonga,Ohio State,PRO,74.5,194.0,4.0,0.9779,Rancho Cucamonga,CA,USA,"{'latitude': 34.1033192, 'longitude': -117.5751735, 'fipsCode': '06071'}"
118450,4429023,HighSchool,2020,43.0,MarShawn Lloyd,DeMatha Catholic,South Carolina,RB,69.0,211.0,4.0,0.9778,Hyattsville,MD,USA,"{'latitude': 38.9529442, 'longitude': -76.9408647, 'fipsCode': '24033'}"
118451,4428987,HighSchool,2020,44.0,Des Evans,Lee County,North Carolina,WDE,78.0,240.0,4.0,0.9774,Sanford,NC,USA,"{'latitude': 35.4798757, 'longitude': -79.1802994, 'fipsCode': '37105'}"
118452,4690797,HighSchool,2020,45.0,Avantae Williams,Deland,Miami,S,71.0,170.0,4.0,0.9766,Deland,FL,USA,"{'latitude': 29.0283213, 'longitude': -81.3031098, 'fipsCode': '12127'}"
118453,4429125,HighSchool,2020,46.0,Gary Bryant Jr.,Corona Centennial,USC,WR,70.5,164.0,4.0,0.9766,Corona,CA,USA,"{'latitude': 33.8752945, 'longitude': -117.5664449, 'fipsCode': '06065'}"
118454,4429001,HighSchool,2020,47.0,Jase McClellan,Aledo,Alabama,RB,70.5,202.0,4.0,0.9755,Aledo,TX,USA,"{'latitude': 32.69900905, 'longitude': -97.60396629774493, 'fipsCode': '48367'}"
118455,4429031,HighSchool,2020,48.0,Turner Corcoran,Lawrence Free State,Nebraska,OT,78.0,280.0,4.0,0.9748,Lawrence,KS,USA,"{'latitude': 38.9719384, 'longitude': -95.2359496, 'fipsCode': '20045'}"
118456,4692672,HighSchool,2020,49.0,Donell Harris,Gulliver Prep,Texas A&M,WDE,76.0,216.0,4.0,0.9745,Miami,FL,USA,"{'latitude': 25.7742658, 'longitude': -80.1936589, 'fipsCode': '12086'}"
118457,4429044,HighSchool,2020,50.0,Walker Parks,Frederick Douglass,Clemson,OT,77.0,275.0,4.0,0.9745,Lexington,KY,USA,"{'latitude': 38.0464066, 'longitude': -84.4970393, 'fipsCode': '21067'}"
118458,4613164,HighSchool,2020,51.0,Clark Phillips III,La Habra,Utah,CB,70.5,178.0,4.0,0.9744,La Habra,CA,USA,"{'latitude': 33.9330156, 'longitude': -117.944777, 'fipsCode': '06059'}"
118459,4692185,HighSchool,2020,52.0,Justin Rogers,Oak Park,Kentucky,DT,74.5,311.0,4.0,0.9744,Oak Park,MI,USA,"{'latitude': 42.4595317, 'longitude': -83.1821445, 'fipsCode': '17031'}"
118460,,HighSchool,2020,53.0,Fred Davis II,Trinity Christian Academy,Clemson,CB,72.0,192.0,4.0,0.974,Jacksonville,FL,USA,"{'latitude': 30.3321838, 'longitude': -81.655651, 'fipsCode': '12031'}"
118461,4429012,HighSchool,2020,54.0,Kendall Milton,Buchanan,Georgia,RB,73.5,215.0,4.0,0.9737,Clovis,CA,USA,"{'latitude': 36.8252277, 'longitude': -119.7029194, 'fipsCode': '06019'}"
118462,4429019,HighSchool,2020,55.0,Marcus Rosemy-Jacksaint,St. Thomas Aquinas,Georgia,WR,74.0,195.0,4.0,0.9734,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
118463,4594449,HighSchool,2020,56.0,Tim Smith,Sebastian River,Alabama,DT,76.0,320.0,4.0,0.973,Sebastian,FL,USA,"{'latitude': 27.816415, 'longitude': -80.4706078, 'fipsCode': '12061'}"
118464,4429004,HighSchool,2020,57.0,Phillip Webb,Lanier,LSU,OLB,75.5,224.0,4.0,0.9725,Buford,GA,USA,"{'latitude': 34.1206564, 'longitude': -84.0043513, 'fipsCode': '13135'}"
118465,4428522,HighSchool,2020,58.0,Arian Smith,Lakeland,Georgia,WR,73.0,170.0,4.0,0.9722,Lakeland,FL,USA,"{'latitude': 28.0394654, 'longitude': -81.9498042, 'fipsCode': '12105'}"
118466,4429032,HighSchool,2020,59.0,Hudson Card,Lake Travis,Texas,DUAL,74.5,179.0,4.0,0.9721,Austin,TX,USA,"{'latitude': 30.2711286, 'longitude': -97.7436995, 'fipsCode': '48453'}"
118467,4430815,HighSchool,2020,60.0,Sedrick Van Pran,Warren Easton,Georgia,OC,76.0,305.0,4.0,0.9712,New Orleans,LA,USA,"{'latitude': 29.9499323, 'longitude': -90.0701156, 'fipsCode': '22071'}"
118468,4692025,HighSchool,2020,61.0,Brian Branch,Sandy Creek,Alabama,S,71.0,185.0,4.0,0.9709,Tyrone,GA,USA,"{'latitude': 33.4713249, 'longitude': -84.5972005, 'fipsCode': '13113'}"
118469,4692680,HighSchool,2020,62.0,McKinnley Jackson,George County,Texas A&M,DT,74.0,327.0,4.0,0.9708,Lucedale,MS,USA,"{'latitude': 30.9251869, 'longitude': -88.5900235, 'fipsCode': '28039'}"
118470,4430835,HighSchool,2020,63.0,Alfred Collins,Cedar Creek,Texas,SDE,77.0,284.0,4.0,0.9706,Bastrop,TX,USA,"{'latitude': 30.1104947, 'longitude': -97.3152701, 'fipsCode': '48021'}"
118471,4429141,HighSchool,2020,64.0,Derek Wingo,St. Thomas Aquinas,Florida,OLB,74.0,210.0,4.0,0.9704,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
118472,,HighSchool,2020,65.0,Que Robinson,Jackson-Olin,Alabama,OLB,77.0,217.0,4.0,0.9702,Birmingham,AL,USA,"{'latitude': 33.5206824, 'longitude': -86.8024326, 'fipsCode': '01073'}"
118473,4429115,HighSchool,2020,66.0,Gee Scott Jr.,Eastside Catholic,Ohio State,WR,74.5,207.0,4.0,0.9702,Sammamish,WA,USA,"{'latitude': 47.6088445, 'longitude': -122.0423067, 'fipsCode': '53033'}"
118474,4430834,HighSchool,2020,67.0,Jalen McMillan,San Joaquin Memorial,Washington,WR,74.0,182.0,4.0,0.9701,Fresno,CA,USA,"{'latitude': 36.7295295, 'longitude': -119.70886126075588, 'fipsCode': '06019'}"
118475,4430817,HighSchool,2020,68.0,Xzavier Henderson,Miami Columbus,Florida,WR,75.5,180.0,4.0,0.97,Miami,FL,USA,"{'latitude': 25.7742658, 'longitude': -80.1936589, 'fipsCode': '12086'}"
118476,4686093,HighSchool,2020,69.0,E.J. Williams Jr.,Central Phenix City,Clemson,WR,75.0,188.0,4.0,0.9682,Phenix City,AL,USA,"{'latitude': 32.4709761, 'longitude': -85.0007653, 'fipsCode': '01113'}"
118477,4430804,HighSchool,2020,70.0,Chris Tyree,Thomas Dale,Notre Dame,APB,70.0,179.0,4.0,0.968,Chester,VA,USA,"{'latitude': 37.3569086, 'longitude': -77.4421818, 'fipsCode': '51041'}"
118478,4429025,HighSchool,2020,71.0,Quentin Johnston,Temple,TCU,WR,76.0,180.0,4.0,0.9674,Temple,TX,USA,"{'latitude': 31.098207, 'longitude': -97.3427847, 'fipsCode': '48027'}"
118479,,HighSchool,2020,72.0,Theo Johnson,Holy Names High School,Penn State,TE,78.0,242.0,4.0,0.9664,Windsor,ON,CAN,"{'latitude': None, 'longitude': None, 'fipsCode': None}"
118480,4690972,HighSchool,2020,73.0,Ja'Quinden Jackson,Duncanville,Texas,DUAL,74.0,219.0,4.0,0.9663,Duncanville,TX,USA,"{'latitude': 32.6518004, 'longitude': -96.9083366, 'fipsCode': '48113'}"
118481,4429000,HighSchool,2020,74.0,Myles Hinton,Greater Atlanta Christian School,Stanford,OT,78.0,308.0,4.0,0.9662,Norcross,GA,USA,"{'latitude': 33.9412127, 'longitude': -84.2135309, 'fipsCode': '13135'}"
118482,4429071,HighSchool,2020,75.0,Cody Simon,St. Peter's Prep,Ohio State,ILB,73.0,218.0,4.0,0.966,Jersey City,NJ,USA,"{'latitude': 40.7281575, 'longitude': -74.0776417, 'fipsCode': '34017'}"
118483,4429795,HighSchool,2020,76.0,Jahmyr Gibbs,Dalton,Georgia Tech,RB,69.0,191.0,4.0,0.9651,Dalton,GA,USA,"{'latitude': 34.7691867, 'longitude': -84.9702475, 'fipsCode': '13313'}"
118484,4692029,HighSchool,2020,77.0,Roydell Williams,Hueytown,Alabama,RB,70.0,202.0,4.0,0.965,Hueytown,AL,USA,"{'latitude': 33.4512197, 'longitude': -86.9966606, 'fipsCode': '01073'}"
118485,4569288,HighSchool,2020,78.0,Antonio Johnson,East St. Louis,Texas A&M,S,75.0,182.0,4.0,0.9649,East St. Louis,IL,USA,"{'latitude': 38.6244952, 'longitude': -90.1509429, 'fipsCode': '17163'}"
118486,4589681,HighSchool,2020,79.0,Zykeivous Walker,Schley County,Auburn,SDE,76.0,260.0,4.0,0.9648,Ellaville,GA,USA,"{'latitude': 32.2382139, 'longitude': -84.3090798, 'fipsCode': '13249'}"
118487,4429112,HighSchool,2020,80.0,Jordan Toles,St. Frances Academy,LSU,S,73.5,190.0,4.0,0.9647,Baltimore,MD,USA,"{'latitude': 39.2908816, 'longitude': -76.610759, 'fipsCode': '24510'}"
118488,4692602,HighSchool,2020,81.0,Key Lawrence,Ensworth,Tennessee,S,74.0,202.0,4.0,0.9646,Nashville,TN,USA,"{'latitude': 36.1622296, 'longitude': -86.7743531, 'fipsCode': '47037'}"
118489,4429033,HighSchool,2020,82.0,Jermaine Burton,Calabasas,Georgia,WR,72.5,190.0,4.0,0.9646,Calabasas,CA,USA,"{'latitude': 34.1446643, 'longitude': -118.6440973, 'fipsCode': '06037'}"
118490,4430812,HighSchool,2020,83.0,Trey Wedig,Kettle Moraine,Wisconsin,OT,80.0,320.0,4.0,0.9641,Wales,WI,USA,"{'latitude': 43.0044549, 'longitude': -88.3767626, 'fipsCode': '55133'}"
118491,4429111,HighSchool,2020,84.0,BJ Ojulari,Marietta,LSU,WDE,75.0,224.0,4.0,0.9634,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}"
118492,4591293,HighSchool,2020,85.0,Chantz Williams,Oakleaf,Miami,WDE,76.0,238.0,4.0,0.9633,Orange Park,FL,USA,"{'latitude': 30.1654707, 'longitude': -81.7016346, 'fipsCode': '12019'}"
118493,4429079,HighSchool,2020,86.0,Luke Doty,Myrtle Beach,South Carolina,DUAL,73.0,185.0,4.0,0.9631,Myrtle Beach,SC,USA,"{'latitude': 33.6956461, 'longitude': -78.8900409, 'fipsCode': '45051'}"
118494,4430855,HighSchool,2020,87.0,Jahari Rogers,Arlington,Florida,CB,72.0,170.0,4.0,0.963,Arlington,TX,USA,"{'latitude': 32.701938999999996, 'longitude': -97.10562379033699, 'fipsCode': '48439'}"
118495,,HighSchool,2020,88.0,Andrew Gentry,Columbine,Michigan,OT,80.0,310.0,4.0,0.9628,Littleton,CO,USA,"{'latitude': 39.613321, 'longitude': -105.0166498, 'fipsCode': '08005'}"
118496,4692668,HighSchool,2020,89.0,Antonio Doyle Jr.,Lutheran North,Texas A&M,ILB,75.0,229.0,4.0,0.9616,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}"
118497,4692511,HighSchool,2020,90.0,Nate Anderson,Frisco Reedy,Oklahoma,OG,77.0,262.0,4.0,0.9612,Frisco,TX,USA,"{'latitude': 33.1506744, 'longitude': -96.8236116, 'fipsCode': '48085'}"
118498,4429057,HighSchool,2020,91.0,Omari Thomas,Briarcrest Christian,Tennessee,DT,76.0,319.0,4.0,0.9577,Memphis,TN,USA,"{'latitude': 35.1490215, 'longitude': -90.0516285, 'fipsCode': '47157'}"
118499,4429030,HighSchool,2020,92.0,Andrew Raym,Broken Arrow,Oklahoma,OG,77.0,285.0,4.0,0.9576,Broken Arrow,OK,USA,"{'latitude': 36.0525993, 'longitude': -95.7908195, 'fipsCode': '40143'}"
118500,4430828,HighSchool,2020,93.0,Mookie Cooper,Pattonville,Ohio State,WR,68.5,193.0,4.0,0.9574,St. Louis,MO,USA,"{'latitude': 38.6268039, 'longitude': -90.1994097, 'fipsCode': '29510'}"
118501,4240000,HighSchool,2020,94.0,Tre Williams,St. John's College,Clemson,DT,74.5,306.0,4.0,0.9569,Washington,DC,USA,"{'latitude': 38.8949855, 'longitude': -77.0365708, 'fipsCode': '11001'}"
118502,4688813,HighSchool,2020,95.0,Josh Downs,North Gwinnett,North Carolina,WR,70.0,165.0,4.0,0.9563,Suwanee,GA,USA,"{'latitude': 34.0514898, 'longitude': -84.0712997, 'fipsCode': '13135'}"
118503,4429124,HighSchool,2020,96.0,Jacobian Guillory II,Alexandria,LSU,DT,74.0,331.0,4.0,0.9562,Alexandria,LA,USA,"{'latitude': 31.311248, 'longitude': -92.4449087, 'fipsCode': '27041'}"
118504,4429021,HighSchool,2020,97.0,Antoine Sampah,Woodbridge,LSU,ILB,74.5,220.0,4.0,0.9558,Woodbridge,VA,USA,"{'latitude': 38.6581723, 'longitude': -77.2497049, 'fipsCode': '51153'}"
118505,4429008,HighSchool,2020,98.0,Wesley Steiner,Houston County,Auburn,ILB,72.0,220.0,4.0,0.9558,Warner Robins,GA,USA,"{'latitude': 32.6200973, 'longitude': -83.606568, 'fipsCode': '13153'}"
118506,4429145,HighSchool,2020,99.0,Harrison Bailey,Marietta,Tennessee,PRO,77.0,211.0,4.0,0.9555,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}"
118507,4430863,HighSchool,2020,100.0,Tosh Baker,Pinnacle,Notre Dame,OT,79.0,271.0,4.0,0.9549,Phoenix,AZ,USA,"{'latitude': 33.4484367, 'longitude': -112.0741417, 'fipsCode': '04013'}"
118508,4429123,HighSchool,2020,101.0,Jay Hardy,McCallie School,Auburn,DT,76.0,280.0,4.0,0.9549,Chattanooga,TN,USA,"{'latitude': 35.0457219, 'longitude': -85.3094883, 'fipsCode': '47065'}"
118509,4429053,HighSchool,2020,102.0,A.J. Henning,Lincoln-Way East,Michigan,WR,70.0,183.0,4.0,0.9546,Frankfort,IL,USA,"{'latitude': 41.4958665, 'longitude': -87.8486613, 'fipsCode': '17197'}"
118510,4430839,HighSchool,2020,103.0,Paul Tchio,Milton,Clemson,OG,77.0,299.0,4.0,0.9545,Alpharetta,GA,USA,"{'latitude': 34.0709576, 'longitude': -84.2747329, 'fipsCode': '13121'}"
118511,4693369,HighSchool,2020,104.0,Jack Nelson,Stoughton,Wisconsin,OT,79.0,273.0,4.0,0.9539,Stoughton,WI,USA,"{'latitude': 42.9167389, 'longitude': -89.2178997, 'fipsCode': '55025'}"
118512,4430819,HighSchool,2020,105.0,Jalen Kimber,Mansfield Timberview,Georgia,CB,72.0,170.0,4.0,0.9534,Arlington,TX,USA,"{'latitude': 32.701938999999996, 'longitude': -97.10562379033699, 'fipsCode': '48439'}"
118513,4429043,HighSchool,2020,106.0,Jaylan Knighton,Deerfield Beach,Miami,RB,69.0,194.0,4.0,0.953,Deerfield Beach,FL,USA,"{'latitude': 26.318342, 'longitude': -80.0996306, 'fipsCode': '12011'}"
118514,4430858,HighSchool,2020,107.0,Garrett Hayes,Athens,TCU,OG,77.0,318.0,4.0,0.9524,Athens,TX,USA,"{'latitude': 32.2044416, 'longitude': -95.854914, 'fipsCode': '48213'}"
118515,4430806,HighSchool,2020,108.0,Luke Wypler,St. Joseph Regional,Ohio State,OC,74.0,285.0,4.0,0.9523,Montvale,NJ,USA,"{'latitude': 41.0467635, 'longitude': -74.0229173, 'fipsCode': '34003'}"
118516,4430825,HighSchool,2020,109.0,EJ Smith,Dallas Jesuit,Stanford,APB,71.0,199.0,4.0,0.9515,Dallas,TX,USA,"{'latitude': 32.7762719, 'longitude': -96.7968559, 'fipsCode': '48113'}"
118517,4429039,HighSchool,2020,110.0,Marcus Dumervil,St. Thomas Aquinas,LSU,OT,77.0,305.0,4.0,0.9515,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
118518,4429056,HighSchool,2020,111.0,Kobe Hudson,Troup County,Auburn,WR,73.0,186.0,4.0,0.9509,LaGrange,GA,USA,"{'latitude': 33.039291, 'longitude': -85.0313269, 'fipsCode': '13285'}"
