id,athleteId,recruitType,year,ranking,name,school,committedTo,position,height,weight,stars,rating,city,stateProvince,country,hometownInfo
126347,4361421,HighSchool,2018,78.0,PJ Mustipher,McDonogh School,Penn State,DT,76.5,290.0,4.0,0.9613,Owings Mills,MD,USA,"{'latitude': 39.4010753, 'longitude': -76.796299, 'fipsCode': '24005'}"
126348,4361652,HighSchool,2018,79.0,Payton Wilson,Orange,NC State,OLB,76.0,225.0,4.0,0.9613,Hillsborough,NC,USA,"{'latitude': 36.0752297, 'longitude': -79.0992279, 'fipsCode': '37135'}"
126349,4361350,HighSchool,2018,80.0,Brian Snead,Armwood,Ohio State,RB,71.0,200.0,4.0,0.9607,Seffner,FL,USA,"{'latitude': 27.998541000000003, 'longitude': -82.27488400114905, 'fipsCode': '12057'}"
126350,4360246,HighSchool,2018,81.0,Richard Gouraige,Cambridge Christian School,Florida,OT,77.0,271.0,4.0,0.9603,Tampa,FL,USA,"{'latitude': 27.9477595, 'longitude': -82.458444, 'fipsCode': '12057'}"
126351,4391412,HighSchool,2018,82.0,Kevin Austin,North Broward Prep,Notre Dame,WR,75.0,198.0,4.0,0.9601,Pompano Beach,FL,USA,"{'latitude': 26.2378597, 'longitude': -80.1247667, 'fipsCode': '12011'}"
126352,4372768,HighSchool,2018,83.0,Phil Jurkovec,Pine-Richland,Notre Dame,DUAL,77.0,215.0,4.0,0.9593,Gibsonia,PA,USA,"{'latitude': 40.6300671, 'longitude': -79.9695004, 'fipsCode': '42003'}"
126353,4362628,HighSchool,2018,84.0,Ja'Marr Chase,Archbishop Rummel,LSU,WR,73.0,195.0,4.0,0.9589,Metairie,LA,USA,"{'latitude': 30.001852, 'longitude': -90.1767149159888, 'fipsCode': '22051'}"
126354,4360230,HighSchool,2018,85.0,Emory Jones,Heard County,Florida,DUAL,74.5,195.0,4.0,0.9587,Franklin,GA,USA,"{'latitude': 33.2776182, 'longitude': -85.0979973, 'fipsCode': '13149'}"
126355,4374313,HighSchool,2018,86.0,Solomon Tuliaupupu,Mater Dei,USC,ILB,74.0,220.0,4.0,0.9582,Santa Ana,CA,USA,"{'latitude': 33.7494951, 'longitude': -117.8732213, 'fipsCode': '06059'}"
126356,4379411,HighSchool,2018,87.0,Otis Reese,Lee County,Georgia,OLB,76.0,206.0,4.0,0.9575,Leesburg,GA,USA,"{'latitude': 31.7324556, 'longitude': -84.1711966, 'fipsCode': '13177'}"
126357,4360853,HighSchool,2018,88.0,Talanoa Hufanga,Crescent Valley,USC,ATH,72.5,193.0,4.0,0.9571,Corvallis,OR,USA,"{'latitude': 44.5645659, 'longitude': -123.2620435, 'fipsCode': '41003'}"
126358,,HighSchool,2018,89.0,Justin Watkins,East Ridge,Florida,WR,71.0,172.0,4.0,0.9567,Clermont,FL,USA,"{'latitude': 28.5494447, 'longitude': -81.7728543, 'fipsCode': '12069'}"
126359,4372778,HighSchool,2018,90.0,Shayne Simon,St. Peter's Prep,Notre Dame,OLB,75.0,215.0,4.0,0.9567,Jersey City,NJ,USA,"{'latitude': 40.7281575, 'longitude': -74.0776417, 'fipsCode': '34017'}"
126360,4361088,HighSchool,2018,91.0,Colson Yankoff,Coeur d'Alene,Washington,DUAL,76.0,204.0,4.0,0.9564,Coeur d'Alene,ID,USA,"{'latitude': 47.6742994, 'longitude': -116.7811531, 'fipsCode': '16055'}"
126361,4371975,HighSchool,2018,92.0,Matthew Hill,Brookwood,Auburn,WR,74.0,185.0,4.0,0.9562,Snellville,GA,USA,"{'latitude': 33.857328, 'longitude': -84.0199108, 'fipsCode': '13135'}"
126362,4361362,HighSchool,2018,93.0,Tyler Friday,Don Bosco Prep,Ohio State,DT,75.0,263.0,4.0,0.956,Ramsey,NJ,USA,"{'latitude': 41.0573188, 'longitude': -74.1409771, 'fipsCode': '34003'}"
126363,4361091,HighSchool,2018,94.0,Jacob Sirmon,Bothell,Washington,PRO,76.0,227.0,4.0,0.9559,Bothell,WA,USA,"{'latitude': 47.7598697, 'longitude': -122.2068288, 'fipsCode': '53033'}"
126364,4372522,HighSchool,2018,95.0,Jalen Preston,Manvel,Texas A&M,WR,74.0,212.0,4.0,0.9557,Manvel,TX,USA,"{'latitude': 29.4664706, 'longitude': -95.355714, 'fipsCode': '48039'}"
126365,,HighSchool,2018,96.0,Joshua Moore,Yoakum,Texas,WR,73.0,170.0,4.0,0.9556,Yoakum,TX,USA,"{'latitude': 29.289352, 'longitude': -97.1492978, 'fipsCode': '48123'}"
126366,-1019542,HighSchool,2018,97.0,Al Blades Jr.,St. Thomas Aquinas,Miami,CB,72.0,170.0,4.0,0.9556,Fort Lauderdale,FL,USA,"{'latitude': 26.1223084, 'longitude': -80.1433786, 'fipsCode': '12011'}"
126367,4373812,HighSchool,2018,98.0,Bryan Addison,Junipero Serra,Oregon,ATH,77.0,180.0,4.0,0.9552,Gardena,CA,USA,"{'latitude': 33.8963593, 'longitude': -118.3053037, 'fipsCode': '06037'}"
126368,4361324,HighSchool,2018,99.0,Jack Lamb,Great Oak,Notre Dame,ILB,76.0,220.0,4.0,0.9547,Temecula,CA,USA,"{'latitude': 33.4946353, 'longitude': -117.1473661, 'fipsCode': '06065'}"
126369,4360275,HighSchool,2018,100.0,T.J. Pledger,IMG Academy,Oklahoma,APB,68.0,190.0,4.0,0.9543,Bradenton,FL,USA,"{'latitude': 27.4989278, 'longitude': -82.5748194, 'fipsCode': '12081'}"
126370,-1027413,HighSchool,2018,101.0,Ron Tatum,Putnam City,Oklahoma,SDE,76.5,269.0,4.0,0.9541,Oklahoma City,OK,USA,"{'latitude': 35.4729886, 'longitude': -97.5170536, 'fipsCode': '40109'}"
126371,,HighSchool,2018,102.0,Josh Belk,Lewisville,Clemson,DT,75.0,309.0,4.0,0.9529,Richburg,SC,USA,"{'latitude': 34.716394, 'longitude': -81.0189337, 'fipsCode': '45023'}"
126372,4379414,HighSchool,2018,103.0,Channing Tindall,Spring Valley,Georgia,ILB,74.0,213.0,4.0,0.9526,Columbia,SC,USA,"{'latitude': 34.0007493, 'longitude': -81.0343313, 'fipsCode': '45079'}"
126373,4362109,HighSchool,2018,104.0,Al'vonte Woodard,Houston Lamar,Texas,WR,73.0,193.0,4.0,0.9518,Houston,TX,USA,"{'latitude': 29.7589382, 'longitude': -95.3676974, 'fipsCode': '48201'}"
126374,4361113,HighSchool,2018,105.0,Tuli Letuligasenoa,De La Salle,Washington,DT,73.0,338.0,4.0,0.9517,Concord,CA,USA,"{'latitude': 37.9768525, 'longitude': -122.0335624, 'fipsCode': '06013'}"
126375,,HighSchool,2018,106.0,Derrik Allen,Lassiter,Notre Dame,S,74.0,211.0,4.0,0.9516,Marietta,GA,USA,"{'latitude': 33.9528472, 'longitude': -84.5496148, 'fipsCode': '13067'}"
126376,4372017,HighSchool,2018,107.0,Jalyn Armour-Davis,St. Paul's Episcopal,Alabama,CB,73.0,180.0,4.0,0.9513,Mobile,AL,USA,"{'latitude': 30.6943566, 'longitude': -88.0430541, 'fipsCode': '01097'}"
126377,,HighSchool,2018,108.0,Jordan Davis,Southwind,Alabama,WDE,77.0,238.0,4.0,0.951,Memphis,TN,USA,"{'latitude': 35.1490215, 'longitude': -90.0516285, 'fipsCode': '47157'}"
126378,4372020,HighSchool,2018,109.0,Josh Jobe,Cheshire Academy,Alabama,CB,73.0,180.0,4.0,0.9509,Cheshire,CT,USA,"{'latitude': 41.4989861, 'longitude': -72.900658, 'fipsCode': '09009'}"
126379,4360859,HighSchool,2018,110.0,Justin Dedich,Chaparral,USC,OC,74.0,290.0,4.0,0.9507,Temecula,CA,USA,"{'latitude': 33.4946353, 'longitude': -117.1473661, 'fipsCode': '06065'}"
126380,-1025022,HighSchool,2018,111.0,Ricky Person Jr.,Heritage,NC State,RB,74.0,202.0,4.0,0.9502,Wake Forest,NC,USA,"{'latitude': 35.9803138, 'longitude': -78.5103731, 'fipsCode': '37183'}"
126381,4372099,HighSchool,2018,112.0,Aidan Hutchinson,Dearborn Divine Child,Michigan,SDE,78.0,260.0,4.0,0.9498,Dearborn,MI,USA,"{'latitude': 42.3222599, 'longitude': -83.1763145, 'fipsCode': '26163'}"
126382,4372028,HighSchool,2018,113.0,Emil Ekiyor,Cathedral,Alabama,OC,74.0,322.0,4.0,0.9496,Indianapolis,IN,USA,"{'latitude': 39.7683331, 'longitude': -86.1583502, 'fipsCode': '18097'}"
126383,4360318,HighSchool,2018,114.0,Mario Goodrich,Lee's Summit West,Clemson,ATH,74.0,180.0,4.0,0.9492,Lee's Summit,MO,USA,"{'latitude': 38.9107156, 'longitude': -94.3821295, 'fipsCode': '29095'}"
